# GameN, gameLength, gameElo, minBase, dinBase
1.0,141.0,2100.0,4.6,16.9
2.0,178.0,2100.0,5.9,15.6
3.0,119.0,2100.1,4.6,16.9
4.0,121.0,2100.3,5.5,15.8
5.0,214.0,2100.4,4.8,16.7
6.0,82.0,2100.5,3.6,17.7
7.0,134.0,2100.6,6.7,14.7
8.0,113.0,2100.7,3.9,17.5
9.0,93.0,2100.9,4.7,16.6
10.0,148.0,2101.0,3.5,17.6
11.0,164.0,2101.1,5.0,16.5
12.0,186.0,2101.2,5.0,16.3
13.0,130.0,2101.2,4.4,17.0
14.0,88.0,2101.3,4.6,16.7
15.0,264.0,2101.4,6.0,15.6
16.0,89.0,2101.5,4.6,16.9
17.0,113.0,2101.6,4.1,17.4
18.0,154.0,2101.7,4.1,17.4
19.0,147.0,2101.8,3.8,17.6
20.0,126.0,2101.9,4.3,16.9
21.0,153.0,2101.9,6.9,14.4
22.0,126.0,2102.0,3.1,18.3
23.0,91.0,2102.1,3.5,17.7
24.0,69.0,2102.2,4.6,16.8
25.0,151.0,2102.3,3.6,17.6
26.0,169.0,2124.6,4.4,17.0
27.0,106.0,2124.7,5.6,15.8
28.0,144.0,2124.8,3.2,18.1
29.0,112.0,2100.2,3.1,18.1
30.0,115.0,2122.0,3.5,17.8
31.0,71.0,2140.9,3.7,17.6
32.0,158.0,2115.1,4.7,16.6
33.0,122.0,2092.5,4.9,16.5
34.0,116.0,2092.6,5.8,15.9
35.0,81.0,2073.1,3.9,17.5
36.0,147.0,2073.1,4.6,17.0
37.0,86.0,2056.1,4.3,17.1
38.0,96.0,2041.1,4.4,17.1
39.0,300.0,2041.2,8.6,13.0
40.0,90.0,2041.3,4.4,17.0
41.0,125.0,2028.1,5.8,15.8
42.0,123.0,2016.4,4.5,16.8
43.0,176.0,2016.5,5.6,16.0
44.0,94.0,2005.9,4.4,16.9
45.0,166.0,2006.0,5.0,16.4
46.0,300.0,2025.9,5.1,16.2
47.0,174.0,2026.0,4.1,17.3
48.0,169.0,2015.7,4.3,17.1
49.0,178.0,2033.6,5.7,15.9
50.0,121.0,2011.8,4.4,17.0
51.0,116.0,2011.9,3.5,17.8
52.0,133.0,2012.0,5.0,16.3
53.0,108.0,2002.9,2.1,19.1
54.0,212.0,2003.0,6.8,14.5
55.0,141.0,2021.4,5.3,15.9
56.0,86.0,2021.5,3.3,18.2
57.0,129.0,2021.6,5.0,16.5
58.0,146.0,2001.3,4.5,16.9
59.0,114.0,1983.2,5.6,15.8
60.0,165.0,2003.2,4.8,16.6
61.0,189.0,2003.3,5.7,15.7
62.0,70.0,2003.4,4.2,17.1
63.0,146.0,2021.1,4.2,17.3
64.0,133.0,2001.4,6.1,15.4
65.0,92.0,2019.1,3.6,17.9
