# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,132.00000,1000.00000,6.93820,14.75843,31.13146,21.89663,0.50000,0.39213,0.15843
2.00000,243.00000,1000.00000,5.57209,15.95841,26.17283,22.29482,0.73521,0.15342,0.08503
3.00000,156.00000,1042.04482,6.74686,14.68043,28.82316,14.70826,0.50000,0.53950,0.24237
4.00000,123.00000,1039.94768,4.63739,16.74655,29.25220,24.60979,0.69260,0.27102,0.18193
5.00000,105.00000,1071.25573,4.40525,16.87329,32.67123,17.44749,0.50000,0.21233,0.09361
6.00000,259.00000,1097.92969,4.31060,17.12676,22.62046,13.22313,0.53892,0.07116,0.07858
7.00000,176.00000,1121.10321,5.44231,15.93769,29.80615,21.04769,0.78769,0.11385,0.00000
8.00000,250.00000,1118.47037,4.44896,17.08401,22.44715,21.52575,0.65447,0.18970,0.04065
9.00000,283.00000,1102.58457,5.33363,16.02743,21.07434,15.00354,0.54867,0.24956,0.22832
10.00000,118.00000,1088.17118,5.98083,15.22099,22.76186,16.08880,0.50000,0.44601,0.14632
11.00000,91.00000,1109.30212,4.99102,16.42515,23.85479,15.58832,0.50000,0.32186,0.23204
12.00000,111.00000,1128.39398,4.73114,16.60348,27.62766,16.32882,0.50000,0.27079,0.05609
13.00000,229.00000,1145.75914,5.54431,15.81856,26.46405,16.25669,0.53052,0.26672,0.15301
14.00000,258.00000,1161.64964,5.19317,16.16083,23.60018,18.94160,0.71743,0.12309,0.07098
15.00000,205.00000,1176.27053,5.93514,15.61330,30.49343,21.83251,0.50000,0.44581,0.19048
16.00000,132.00000,1173.32815,5.23070,16.31077,27.86368,18.95329,0.50000,0.33937,0.12679
17.00000,132.00000,1186.79729,5.76950,15.70298,31.95528,24.11468,0.74599,0.05390,0.03899
18.00000,89.00000,1199.32586,4.82134,16.56328,27.74318,13.50000,0.62221,0.36849,0.05707
19.00000,300.00000,1181.49137,6.36929,15.18929,25.56929,20.67500,0.67036,0.20571,0.05500
20.00000,142.00000,1212.92015,3.99524,17.43044,22.08086,14.10107,0.50476,0.34483,0.24970
21.00000,162.00000,1194.68072,6.34066,14.98022,20.56593,14.32308,0.63022,0.51978,0.10110
22.00000,157.00000,1238.40646,6.73976,14.97342,24.82724,21.06755,0.60022,0.37984,0.21041
23.00000,160.00000,1280.84957,5.78481,15.77906,29.79056,22.21404,0.50000,0.68930,0.52014
24.00000,116.00000,1304.52928,3.97524,17.40920,30.40212,21.91509,0.66450,0.04363,0.01061
25.00000,172.00000,1311.20092,4.19524,17.35183,23.20416,28.07433,0.87611,0.04757,0.03370
26.00000,267.00000,1305.92874,7.22571,14.32490,23.72065,17.80567,0.81832,1.16599,0.63462
27.00000,156.00000,1283.01103,4.12707,17.07403,25.97127,18.14365,0.69061,0.07072,0.04862
28.00000,210.00000,1290.20328,4.57303,16.95281,19.09775,18.92472,0.69438,0.37640,0.26742
29.00000,102.00000,1285.60007,5.25680,15.95748,22.80442,22.41156,0.64966,0.16497,0.02891
30.00000,193.00000,1324.23644,4.90368,16.48867,25.91714,16.54958,0.50000,0.14589,0.08286
31.00000,98.00000,1301.00284,3.66254,17.90283,22.15901,20.55830,0.75442,0.09717,0.04947
32.00000,189.00000,1307.37004,5.11932,16.44879,26.62196,16.26399,0.61932,0.18902,0.05280
33.00000,163.00000,1302.50900,4.25752,17.06513,29.41483,23.07615,0.53607,0.12926,0.12224
34.00000,106.00000,1297.80332,3.57052,17.73376,24.97306,15.64976,0.50000,0.14739,0.05230
35.00000,214.00000,1276.85616,4.22808,17.09435,23.94577,13.17162,0.55238,0.12853,0.11367
36.00000,112.00000,1257.29884,5.04292,16.51931,32.10837,14.72318,0.50000,0.34335,0.14163
37.00000,177.00000,1279.84558,3.89537,17.39758,23.41630,19.16079,0.53139,0.05176,0.05617
38.00000,258.00000,1286.59492,5.14916,16.20529,22.31836,20.07939,0.57338,0.27827,0.16760
39.00000,300.00000,1266.87181,4.83755,16.61576,25.56420,18.65953,0.50000,0.21790,0.13132
40.00000,122.00000,1288.42517,4.03000,17.39857,30.32857,20.14000,0.56857,0.18714,0.10857
41.00000,234.00000,1304.13480,5.49734,16.08067,25.24734,22.05230,0.64894,0.30851,0.17021
42.00000,133.00000,1299.64053,5.34436,16.21893,23.56556,15.38312,0.50000,0.40935,0.33181
43.00000,182.00000,1279.66740,6.24213,15.24409,28.52756,30.24311,0.61860,0.25689,0.09350
44.00000,193.00000,1286.17343,4.86095,16.45744,28.25861,16.50292,0.57050,0.12346,0.03574
45.00000,125.00000,1267.18364,3.82656,17.39024,21.97290,14.03794,0.73577,0.21680,0.05149
46.00000,150.00000,1287.96232,4.67692,16.80256,28.63205,20.52821,0.72692,0.10256,0.04103
47.00000,114.00000,1283.94305,5.90316,15.61468,36.72579,22.69521,0.50000,0.20489,0.03976
48.00000,112.00000,1280.02738,5.40727,16.17697,36.97212,23.53818,0.64485,0.07394,0.00000
49.00000,149.00000,1314.20215,3.70433,17.67582,25.78247,14.82999,0.52534,0.18902,0.02851
50.00000,300.00000,1309.67799,5.12423,16.25231,22.98380,19.77546,0.52276,0.07485,0.06019
51.00000,136.00000,1305.27880,4.77230,16.63146,31.66667,25.40493,0.68192,0.02934,0.02934
52.00000,109.00000,1300.99828,4.22849,17.23244,34.50643,9.70030,0.50000,0.27300,0.08902
53.00000,111.00000,1281.99088,4.00703,17.42438,31.02931,17.07386,0.50000,0.32356,0.11723
54.00000,273.00000,1301.14946,6.03213,15.51520,25.58921,15.60298,0.50000,0.38382,0.28801
55.00000,147.00000,1306.68779,4.71839,16.78161,23.88075,23.39511,0.54598,0.25144,0.16379
56.00000,100.00000,1324.74743,4.86647,16.61424,33.74332,28.44214,0.52671,0.13056,0.10089
57.00000,300.00000,1304.28076,6.46637,15.02778,16.99561,17.15205,0.52997,0.72588,0.48173
58.00000,122.00000,1300.13876,4.21112,17.04767,22.47219,16.29398,0.50000,0.35414,0.18615
59.00000,254.00000,1318.42722,6.14118,15.30147,23.29485,18.07500,0.70331,0.12500,0.04118
60.00000,245.00000,1323.40215,6.37363,15.08991,17.33467,21.41558,0.84615,0.41558,0.16883
61.00000,294.00000,1339.83832,5.14566,16.14958,25.35467,15.09732,0.60418,0.06270,0.02613
62.00000,116.00000,1344.27073,4.34389,17.04977,34.02262,25.41063,0.59785,0.02036,0.01018
63.00000,110.00000,1339.31113,4.62748,16.72380,28.74504,18.15581,0.50000,0.34703,0.24929
64.00000,161.00000,1334.49149,4.50973,16.86284,27.19555,17.81001,0.60241,0.15014,0.13531
65.00000,108.00000,1365.16007,5.44053,15.96238,23.39684,14.85558,0.79126,0.40413,0.18447
66.00000,110.00000,1343.98207,3.21790,18.02335,15.45720,15.19844,0.57782,0.09144,0.00000
67.00000,161.00000,1348.23802,4.77255,16.62171,28.24980,17.54190,0.50000,0.19314,0.15243
68.00000,300.00000,1343.27724,7.31627,14.22349,19.61807,11.28494,0.54488,0.29518,0.21988
69.00000,171.00000,1347.51663,5.80735,15.65143,27.49552,20.24014,0.53047,0.41129,0.24642
70.00000,164.00000,1377.30638,4.45656,17.08599,32.39273,22.27216,0.50000,0.18883,0.15337
71.00000,186.00000,1380.84303,3.91104,17.41916,25.04277,17.73482,0.53849,0.10778,0.09837
72.00000,257.00000,1393.43860,5.04029,16.58775,28.98455,16.27097,0.55353,0.34437,0.15508
73.00000,140.00000,1371.48016,5.62630,16.07516,27.34864,27.84969,0.66180,0.09603,0.06472
74.00000,143.00000,1383.84127,6.12439,15.13411,23.03207,12.44898,0.57629,0.47619,0.15063
75.00000,134.00000,1362.47017,5.05699,16.42746,19.10622,14.36528,0.81671,0.20207,0.10492
76.00000,165.00000,1366.22204,4.93073,16.51844,27.32514,22.02905,0.62626,0.18212,0.04246
77.00000,300.00000,1394.84066,7.36389,14.16689,19.62654,16.86525,0.53181,0.43912,0.16826
78.00000,143.00000,1373.18498,5.70616,15.71801,24.76422,23.72630,0.69787,0.63270,0.39810
79.00000,173.00000,1384.72162,4.21977,17.28721,23.75930,16.82907,0.68140,0.19419,0.04767
80.00000,139.00000,1397.19959,4.20462,17.03300,28.63476,19.58746,0.59296,0.38834,0.13861
81.00000,207.00000,1391.18672,5.98734,15.39399,28.64953,24.23813,0.61116,0.22864,0.04430
82.00000,260.00000,1401.37417,5.84420,15.66486,19.73822,20.68478,0.67346,0.15942,0.06431
83.00000,132.00000,1377.49139,5.29593,16.12824,21.65351,22.63379,0.50000,0.38841,0.20962
84.00000,232.00000,1372.06798,5.26420,16.17042,23.38413,20.87196,0.68440,0.10550,0.04959
85.00000,196.00000,1375.53962,6.45258,15.05052,26.95773,19.17320,0.78918,0.55773,0.04845
86.00000,260.00000,1388.20066,5.15280,16.36446,25.20430,15.28523,0.57018,0.22015,0.06904
87.00000,249.00000,1366.08017,5.21356,16.06780,20.64407,16.92458,0.54322,0.16441,0.05593
88.00000,117.00000,1369.62909,6.00246,15.53137,27.25461,21.69127,0.50000,0.40836,0.21771
89.00000,250.00000,1349.79500,6.30278,15.36346,31.61717,12.79148,0.51323,0.26985,0.03809
90.00000,191.00000,1363.04724,4.95278,16.51944,23.89630,17.63148,0.50000,0.23704,0.11481
91.00000,163.00000,1358.09182,4.20145,17.15806,25.93698,14.54236,0.53874,0.14256,0.04959
92.00000,91.00000,1361.74757,3.52765,17.92417,22.53555,23.72354,0.84044,0.01580,0.00000
93.00000,126.00000,1341.48780,5.19527,16.30769,31.19231,17.78501,0.50000,0.31361,0.04734
94.00000,113.00000,1323.18894,4.63588,16.90495,27.68139,21.85542,0.84873,0.13521,0.03213
95.00000,84.00000,1327.51343,5.84840,15.64894,33.79122,17.00665,0.50000,0.35106,0.08378
96.00000,144.00000,1323.41315,5.11420,16.25521,26.78451,18.55611,0.50000,0.32671,0.06157
97.00000,101.00000,1327.71014,5.00357,16.44563,20.80570,18.95365,0.50000,0.44563,0.26738
98.00000,138.00000,1331.90509,4.70052,16.51997,25.34722,13.87326,0.50000,0.30382,0.08767
99.00000,234.00000,1336.00234,6.16047,15.45401,28.72277,15.69537,0.69993,0.15982,0.02740
100.00000,136.00000,1340.00597,4.73285,16.65177,24.52703,15.27443,0.50468,0.21102,0.10499
101.00000,65.00000,1353.72510,3.33864,18.02955,26.58864,23.08182,0.64659,0.01136,0.00000
102.00000,103.00000,1366.80175,3.55592,17.89141,26.54943,19.25608,0.50000,0.33874,0.30956
103.00000,219.00000,1361.91037,4.47421,17.00595,23.21627,17.68353,0.71429,0.28968,0.08036
104.00000,300.00000,1343.17567,5.48490,15.99137,21.97584,14.82226,0.59922,0.44262,0.22174
105.00000,148.00000,1356.62077,4.34777,16.98782,18.52368,23.78890,0.77470,0.05683,0.06901
106.00000,121.00000,1338.10493,4.23798,17.12947,31.99507,26.61282,0.50000,0.03699,0.06412
107.00000,147.00000,1321.26276,5.08102,16.36155,26.92140,18.84401,0.59674,0.25393,0.11608
108.00000,116.00000,1305.96453,5.33301,16.24306,36.92536,19.38565,0.60574,0.24115,0.01722
109.00000,121.00000,1293.14290,3.55352,17.82569,29.93782,9.31702,0.50000,0.23445,0.03670
110.00000,109.00000,1312.39140,4.04935,17.25544,26.36139,19.97097,0.68505,0.17126,0.09144
111.00000,164.00000,1327.00336,4.09240,17.17427,29.62573,19.52047,0.53099,0.14737,0.07836
112.00000,79.00000,1313.07421,4.15625,17.17969,25.55859,16.46484,0.58203,0.16211,0.12305
113.00000,229.00000,1296.85097,5.98374,15.58049,23.35203,16.81301,0.50000,0.28293,0.28780
114.00000,170.00000,1281.37896,4.81640,16.52387,25.99266,27.24235,0.55080,0.31946,0.12729
115.00000,248.00000,1300.67855,5.99400,15.62468,27.03256,17.14824,0.50000,0.64781,0.57669
116.00000,204.00000,1274.73680,5.32588,16.01268,25.69873,18.12528,0.61782,0.33781,0.09247
117.00000,69.00000,1279.93457,4.75951,16.68798,34.94977,14.70015,0.50000,0.26027,0.00304
118.00000,169.00000,1284.99375,4.74582,16.61302,25.53122,25.13017,0.68338,0.12401,0.11697
119.00000,300.00000,1302.63565,6.11841,15.41119,23.00586,18.70332,0.55725,0.16851,0.11841
120.00000,127.00000,1287.11049,4.35160,16.97311,29.70838,19.89038,0.61634,0.07135,0.02068
121.00000,120.00000,1274.91870,4.39748,16.94717,29.72453,22.13459,0.76981,0.08302,0.01887
122.00000,300.00000,1260.65988,4.99687,16.47586,25.51285,19.83260,0.64545,0.17618,0.09530
123.00000,267.00000,1247.04427,5.95829,15.56083,22.07300,13.95597,0.65295,0.57822,0.38470
124.00000,189.00000,1274.53280,5.75143,15.47537,22.73998,23.34822,0.56243,0.29095,0.46163
125.00000,189.00000,1271.60660,4.49816,16.85210,23.81898,16.07064,0.50846,0.22075,0.03532
126.00000,238.00000,1246.87790,5.76186,15.78647,21.91213,16.94025,0.59139,0.87873,0.57909
127.00000,300.00000,1266.77263,5.36479,15.97459,17.17514,21.64973,0.52495,0.24501,0.19691
128.00000,104.00000,1254.32895,4.00134,17.24166,26.50467,15.38318,0.50000,0.21896,0.13752
129.00000,156.00000,1259.91379,3.51161,17.75338,25.47485,18.55996,0.63201,0.29014,0.16828
130.00000,175.00000,1286.90146,4.53182,16.75152,24.25909,18.16515,0.50000,0.17424,0.08409
131.00000,117.00000,1313.43360,3.87758,17.52065,22.99410,20.25369,0.64602,0.37758,0.19027
132.00000,149.00000,1329.20975,4.86928,16.31895,24.26013,17.75686,0.80131,0.17908,0.02484
133.00000,169.00000,1315.22601,5.02428,16.47806,28.87488,20.15873,0.52474,0.24276,0.05789
134.00000,94.00000,1311.68297,4.07013,17.42076,30.04909,16.51613,0.50000,0.37167,0.19074
135.00000,133.00000,1299.07109,4.96239,16.45626,29.28209,14.93786,0.50000,0.26574,0.07768
136.00000,259.00000,1313.51540,4.25812,17.20824,30.19490,20.00464,0.62703,0.15487,0.04002
137.00000,118.00000,1330.67616,3.85753,17.32329,23.73014,17.97534,0.57534,0.01918,0.00822
138.00000,225.00000,1343.74382,5.76610,15.90276,29.82129,14.97438,0.50000,0.13272,0.04468
139.00000,110.00000,1339.69395,5.06764,16.36316,32.30385,15.85432,0.50000,0.26847,0.03746
140.00000,143.00000,1352.34173,4.99073,16.68134,30.44959,25.51333,0.68424,0.28273,0.12746
141.00000,89.00000,1355.72186,5.12145,16.16279,30.08786,19.47933,0.50000,0.21318,0.03359
142.00000,174.00000,1351.44851,5.11262,16.36331,24.22343,15.34332,0.66485,0.68120,0.24614
143.00000,160.00000,1363.54970,5.37734,16.24617,28.32198,22.55792,0.50000,0.22743,0.09881
144.00000,171.00000,1377.72512,6.11545,15.33393,24.71314,20.96892,0.79307,0.33748,0.05506
145.00000,152.00000,1380.67181,3.84080,17.49420,29.35572,16.08292,0.50000,0.21393,0.17164
146.00000,184.00000,1391.54957,5.38300,16.20047,31.22777,18.54602,0.74532,0.27145,0.03432
147.00000,207.00000,1394.28284,5.85965,15.69152,28.11842,15.75073,0.50000,0.19298,0.17763
148.00000,108.00000,1377.80127,5.24908,16.36196,34.27362,23.59877,0.62515,0.24294,0.11534
149.00000,185.00000,1401.77144,6.03901,15.40832,15.48244,19.08322,0.73992,0.58127,0.26138
150.00000,102.00000,1411.77149,6.15556,15.47963,39.74722,13.79537,0.50000,0.40648,0.00000
151.00000,162.00000,1393.83921,3.81664,17.62813,29.16789,13.32401,0.52172,0.10825,0.04492
152.00000,132.00000,1405.87231,4.98654,16.29071,23.95962,20.35801,0.50000,0.15612,0.06460
153.00000,103.00000,1415.67037,4.09862,17.37543,24.40484,22.18166,0.85467,0.06228,0.00000
154.00000,113.00000,1410.09614,4.45524,16.87882,31.87882,22.83297,0.50000,0.28166,0.16921
155.00000,142.00000,1395.73009,3.88223,17.38376,26.71675,17.47716,0.54061,0.20000,0.00609
156.00000,115.00000,1419.00998,5.22340,16.22813,29.50827,15.91489,0.58924,0.38298,0.01182
157.00000,168.00000,1428.26755,4.56607,16.83524,27.72594,17.39641,0.51835,0.24633,0.15742
158.00000,116.00000,1438.38947,5.32688,16.07990,21.71671,15.48668,0.50000,0.44189,0.21186
159.00000,249.00000,1449.32635,6.06806,15.48298,26.88416,20.17147,0.65347,0.36387,0.04058
160.00000,127.00000,1462.23083,3.33735,17.96787,22.04284,21.53146,0.50000,0.06292,0.07764
161.00000,144.00000,1470.72951,4.10089,17.26113,25.92878,22.68150,0.50000,0.13947,0.14045
162.00000,252.00000,1454.15968,4.57830,16.85103,26.21849,12.58365,0.60924,0.44385,0.10924
163.00000,173.00000,1438.92734,4.60890,16.66383,25.99527,18.82197,0.60322,0.16951,0.05966
164.00000,129.00000,1452.92914,5.65649,15.71865,31.68375,19.67830,0.50000,0.43511,0.23119
165.00000,95.00000,1437.84174,3.97358,17.49434,31.04151,22.65786,0.70126,0.15723,0.03522
166.00000,147.00000,1439.91871,4.04433,17.18719,21.77463,21.10099,0.70567,0.17611,0.04433
167.00000,99.00000,1448.31135,4.29949,16.93188,28.76864,11.73650,0.50000,0.31491,0.16067
168.00000,89.00000,1429.08604,4.52826,16.94349,33.07494,14.93980,0.50000,0.27396,0.04300
169.00000,201.00000,1437.82265,5.20613,16.22563,18.26741,16.23120,0.60655,0.31616,0.14763
170.00000,176.00000,1451.78590,5.47685,15.79507,25.91429,27.51823,0.52069,0.05123,0.00394
171.00000,256.00000,1445.39163,5.41160,15.88055,22.44027,18.16724,0.52799,0.26212,0.10375
172.00000,137.00000,1439.18568,5.14959,16.44876,30.47703,22.00471,0.65194,0.13310,0.00000
173.00000,237.00000,1424.86557,4.17652,17.19340,19.15196,17.51804,0.71873,0.14889,0.02916
174.00000,162.00000,1419.22620,4.94364,16.40307,26.66012,21.44577,0.50000,0.28437,0.15798
175.00000,141.00000,1428.22692,5.29394,15.97489,29.22747,20.57016,0.50000,0.52733,0.59084
176.00000,171.00000,1430.38090,6.77647,14.70588,26.43866,18.06303,0.50000,0.46050,0.30420
177.00000,203.00000,1438.97242,4.03161,17.41249,22.52660,20.88435,0.55320,0.14418,0.16808
178.00000,300.00000,1452.74387,5.32010,16.27001,21.98962,16.62615,0.50214,0.08186,0.08674
179.00000,232.00000,1460.57222,5.15144,16.34348,25.86183,19.50273,0.60656,0.14520,0.04372
180.00000,188.00000,1481.35025,6.42716,15.18848,30.78519,21.82963,0.50988,0.27407,0.15062
181.00000,176.00000,1460.97081,4.24313,17.14003,24.46564,18.35481,0.63445,0.27749,0.18986
182.00000,133.00000,1473.26640,4.09871,17.42068,25.59459,25.10576,0.50000,0.07051,0.03760
183.00000,300.00000,1481.48550,5.58284,15.80425,18.41862,18.16862,0.75770,0.12243,0.01320
184.00000,181.00000,1462.91447,5.12522,16.53616,30.82981,14.53175,0.50000,0.58113,0.45150
185.00000,300.00000,1447.45950,4.93963,16.40191,18.44559,18.92295,0.67911,0.10167,0.04845
186.00000,115.00000,1449.37688,4.20635,17.28373,29.69940,12.48512,0.50000,0.32242,0.14087
187.00000,259.00000,1457.22726,5.85268,15.73533,22.44632,14.50936,0.58208,0.20225,0.08177
188.00000,165.00000,1459.04195,4.11680,17.14275,28.16078,14.92574,0.50000,0.16438,0.04398
189.00000,122.00000,1469.03745,4.22930,17.17580,29.35924,19.48025,0.62293,0.07389,0.16051
190.00000,210.00000,1470.73586,5.38218,15.97772,22.06255,19.85604,0.54542,0.24422,0.14139
191.00000,110.00000,1450.94615,4.93281,16.35705,27.84453,16.24242,0.50000,0.47694,0.26877
192.00000,124.00000,1436.68532,5.53925,16.09813,34.57383,18.35514,0.50000,0.29813,0.05327
193.00000,124.00000,1447.07795,3.83286,17.48714,23.99571,23.43571,0.76571,0.22571,0.02857
194.00000,103.00000,1460.38258,5.23838,16.32234,36.02399,27.79760,0.54048,0.08096,0.00000
195.00000,79.00000,1453.95737,6.85942,14.88551,30.46522,16.80000,0.50000,0.38841,0.07246
196.00000,186.00000,1436.55858,4.90083,16.55409,31.20180,16.97503,0.50000,0.30652,0.19903
