# GameN, gameLength, gameElo, minBase, dinBase
1.0,134.0,2100.0,4.4,17.0
2.0,134.0,2100.0,5.7,15.6
3.0,198.0,2100.1,5.7,15.5
4.0,133.0,2100.3,4.9,16.7
5.0,118.0,2100.4,4.2,17.1
6.0,156.0,2100.5,4.2,17.1
7.0,139.0,2100.6,4.9,16.4
8.0,81.0,2100.7,4.5,16.9
9.0,105.0,2100.9,5.2,16.2
10.0,123.0,2101.0,4.1,17.2
11.0,113.0,2101.1,4.6,17.0
12.0,149.0,2101.2,3.6,17.8
13.0,95.0,2101.2,4.3,17.1
14.0,112.0,2101.3,4.6,16.8
15.0,168.0,2101.4,5.3,16.1
16.0,124.0,2101.5,4.7,16.7
17.0,113.0,2101.6,4.6,17.0
18.0,129.0,2101.7,4.3,17.1
19.0,134.0,2101.8,6.8,14.8
20.0,169.0,2101.9,5.7,15.7
21.0,151.0,2101.9,5.0,16.4
22.0,150.0,2102.0,4.8,16.6
23.0,112.0,2102.1,4.4,16.8
24.0,144.0,2102.2,5.6,15.8
25.0,300.0,2102.3,6.3,15.2
26.0,191.0,2079.9,4.1,17.2
27.0,159.0,2104.9,4.6,16.8
28.0,110.0,2082.6,4.2,17.2
29.0,87.0,2106.8,2.3,18.9
30.0,71.0,2084.6,3.2,18.2
31.0,87.0,2065.4,3.8,17.4
32.0,154.0,2048.6,3.9,17.5
33.0,76.0,2033.9,4.2,17.2
34.0,106.0,2062.6,4.0,17.4
35.0,148.0,2062.7,5.2,16.5
36.0,130.0,2062.7,4.3,17.0
37.0,89.0,2046.9,3.4,17.9
38.0,89.0,2073.4,4.1,17.1
39.0,240.0,2096.9,6.4,15.1
40.0,156.0,2077.5,3.9,17.6
41.0,136.0,2077.6,4.7,17.0
42.0,107.0,2060.6,3.2,18.0
43.0,175.0,2060.7,5.2,16.1
44.0,139.0,2045.7,4.7,16.6
45.0,128.0,2045.8,6.3,15.1
46.0,99.0,2045.9,4.1,17.1
47.0,300.0,2046.0,6.3,15.2
48.0,123.0,2046.1,3.5,17.7
49.0,179.0,2027.9,4.7,16.6
50.0,180.0,2011.8,4.4,17.1
51.0,51.0,2038.1,5.0,16.6
52.0,86.0,2059.8,4.2,17.2
53.0,300.0,2079.2,5.6,15.9
54.0,131.0,2063.5,3.9,17.5
55.0,300.0,2044.5,6.4,15.0
56.0,165.0,2064.4,4.4,17.0
57.0,124.0,2082.0,4.8,16.4
58.0,120.0,2082.1,4.8,16.8
59.0,124.0,2082.2,5.4,15.8
60.0,122.0,2061.7,6.3,15.2
61.0,107.0,2061.8,4.3,17.3
62.0,165.0,2061.9,4.4,17.1
63.0,112.0,2084.0,4.2,17.2
64.0,91.0,2068.4,5.0,16.5
65.0,103.0,2054.4,3.8,17.4
66.0,179.0,2077.0,3.6,17.7
67.0,142.0,2062.3,5.8,15.6
68.0,104.0,2079.8,4.6,16.9
69.0,216.0,2079.8,4.9,16.5
70.0,138.0,2095.4,5.7,15.8
71.0,119.0,2095.5,4.6,16.8
72.0,248.0,2110.7,7.0,14.5
73.0,191.0,2090.1,3.2,18.0
74.0,92.0,2070.1,4.1,17.3
75.0,300.0,2056.8,5.2,16.3
76.0,101.0,2056.8,3.9,17.4
77.0,131.0,2044.8,4.2,17.2
78.0,300.0,2044.9,6.3,15.2
79.0,155.0,2061.9,5.0,16.4
80.0,195.0,2078.7,4.3,17.4
81.0,275.0,2059.7,5.1,16.3
82.0,300.0,2042.6,5.4,16.0
83.0,131.0,2032.0,3.8,17.3
84.0,300.0,2050.3,6.9,14.6
85.0,92.0,2033.7,4.4,17.2
86.0,132.0,2050.7,5.3,16.1
87.0,188.0,2033.2,4.9,16.5
88.0,172.0,2033.2,4.6,17.1
89.0,116.0,2050.0,4.1,17.2
90.0,120.0,2033.5,4.2,17.2
91.0,300.0,2033.6,7.0,14.3
92.0,300.0,2049.4,5.9,15.6
93.0,132.0,2031.4,3.6,17.7
94.0,90.0,2048.9,4.7,16.8
95.0,110.0,2064.0,5.2,16.2
96.0,161.0,2064.1,4.7,16.8
97.0,122.0,2064.2,3.8,17.4
98.0,88.0,2045.9,4.4,17.0
99.0,191.0,2029.3,3.3,18.0
100.0,119.0,2046.9,4.2,17.2
101.0,159.0,2030.9,4.3,17.1
102.0,300.0,2031.0,4.9,16.5
103.0,300.0,2031.1,7.5,14.0
104.0,148.0,2016.2,5.3,16.0
105.0,138.0,2017.6,2.3,18.8
106.0,104.0,2003.9,3.4,18.1
107.0,300.0,2020.7,6.0,15.4
108.0,138.0,2038.6,4.6,16.8
109.0,143.0,2024.2,5.7,15.6
110.0,156.0,2015.3,4.6,16.6
111.0,157.0,2015.4,4.8,16.6
112.0,102.0,2030.8,4.5,16.9
113.0,300.0,2014.0,6.3,15.2
114.0,300.0,2031.2,6.6,15.1
115.0,109.0,2016.5,4.5,16.9
116.0,119.0,2002.2,4.7,16.6
117.0,144.0,1994.6,4.5,17.0
118.0,92.0,2012.3,3.3,18.0
119.0,163.0,2012.4,5.4,16.1
120.0,157.0,2012.5,4.4,17.0
121.0,140.0,2012.6,4.1,17.4
122.0,81.0,2028.6,4.9,16.4
123.0,300.0,2020.5,6.2,15.2
124.0,139.0,2042.9,3.4,18.0
125.0,300.0,2043.7,6.5,15.1
126.0,93.0,2027.5,3.1,18.2
127.0,142.0,2012.6,5.3,16.2
128.0,111.0,1999.1,3.4,17.9
129.0,129.0,2015.3,4.9,16.4
130.0,184.0,2031.9,3.7,17.8
131.0,103.0,2032.0,4.8,16.6
132.0,128.0,2048.0,3.2,18.0
133.0,177.0,2031.9,5.6,15.8
134.0,300.0,2052.7,5.6,15.9
135.0,89.0,2037.7,4.9,16.6
136.0,111.0,2022.8,4.8,16.4
137.0,102.0,2038.4,5.6,15.7
138.0,176.0,2024.7,3.9,17.4
139.0,114.0,2044.8,4.5,16.8
140.0,123.0,2034.4,3.9,17.6
141.0,168.0,2048.8,4.6,17.2
142.0,165.0,2067.6,5.4,16.1
143.0,100.0,2051.0,4.5,16.9
144.0,140.0,2051.1,4.2,17.4
145.0,133.0,2035.9,3.9,17.4
146.0,80.0,2022.0,3.9,17.3
147.0,149.0,2009.5,5.4,16.2
148.0,98.0,1997.9,5.1,16.3
149.0,145.0,2015.3,4.0,17.5
150.0,83.0,2031.3,4.5,17.1
151.0,131.0,2046.8,4.8,16.8
152.0,154.0,2031.4,4.9,16.6
153.0,81.0,2049.8,3.8,17.6
154.0,93.0,2065.3,2.6,18.6
155.0,300.0,2049.8,6.9,14.5
156.0,148.0,2037.3,4.2,17.0
157.0,300.0,2024.3,4.6,16.7
158.0,181.0,2039.0,4.9,16.5
159.0,162.0,2053.6,4.5,16.9
160.0,147.0,2041.5,4.3,16.9
161.0,148.0,2058.4,3.7,17.7
162.0,103.0,2071.7,3.8,17.6
163.0,126.0,2086.7,4.2,17.1
164.0,161.0,2070.3,4.6,16.9
165.0,112.0,2055.0,3.7,17.6
166.0,121.0,2042.1,3.6,17.6
167.0,300.0,2056.4,4.5,17.0
168.0,189.0,2041.7,4.1,17.2
169.0,300.0,2028.0,5.3,16.2
170.0,118.0,2015.9,4.7,16.7
171.0,300.0,2019.0,6.1,15.4
172.0,83.0,2034.1,3.2,18.0
173.0,162.0,2034.4,3.9,17.5
174.0,153.0,2021.7,3.9,17.6
175.0,135.0,2010.6,3.3,18.0
176.0,96.0,2010.7,4.6,16.8
177.0,122.0,1999.6,4.4,16.9
178.0,300.0,2014.7,6.7,14.9
179.0,229.0,2028.9,3.9,17.3
180.0,300.0,2017.3,6.9,14.6
181.0,102.0,2034.3,3.5,17.9
182.0,300.0,2021.0,5.5,16.0
183.0,140.0,2010.0,5.0,16.3
184.0,101.0,2024.0,3.4,17.9
185.0,179.0,2024.1,3.7,17.6
186.0,134.0,2041.2,4.2,17.3
187.0,300.0,2029.4,6.8,14.6
188.0,56.0,2042.3,1.9,19.1
189.0,119.0,2027.9,3.4,17.9
190.0,143.0,2013.3,4.5,16.8
191.0,120.0,2003.1,4.9,16.5
192.0,300.0,1990.1,4.6,16.8
193.0,125.0,1990.2,3.8,17.6
194.0,105.0,1993.3,3.5,17.8
195.0,109.0,1983.8,4.4,17.1
196.0,169.0,1974.6,4.8,16.8
197.0,300.0,1992.9,6.5,15.1
198.0,174.0,2010.4,3.8,17.4
199.0,154.0,2011.0,3.2,18.1
200.0,167.0,2027.7,4.2,17.1
201.0,300.0,2043.4,7.0,14.6
202.0,300.0,2031.8,6.6,14.7
203.0,108.0,2033.5,3.8,17.5
204.0,300.0,2046.7,4.8,16.6
205.0,300.0,2061.9,6.4,15.2
206.0,114.0,2049.0,5.4,16.2
207.0,141.0,2047.8,3.9,17.4
208.0,159.0,2034.9,5.3,16.0
209.0,93.0,2047.0,2.3,18.8
210.0,169.0,2020.8,3.7,17.7
211.0,300.0,2010.0,4.6,16.8
212.0,131.0,2026.7,3.0,18.3
213.0,158.0,2027.1,3.5,17.9
214.0,152.0,2040.4,5.1,16.3
215.0,223.0,2026.6,4.8,16.7
216.0,219.0,2013.5,5.2,16.2
217.0,89.0,2025.8,2.4,18.9
218.0,135.0,2037.3,3.6,17.8
219.0,143.0,2050.3,4.6,16.8
220.0,82.0,2064.0,4.1,17.1
221.0,111.0,2049.9,3.3,18.1
222.0,119.0,2060.0,4.8,16.6
223.0,123.0,2073.5,3.3,17.9
224.0,300.0,2085.9,5.2,16.2
225.0,118.0,2098.8,3.9,17.5
226.0,153.0,2096.9,5.2,16.2
227.0,300.0,2081.2,6.5,15.1
228.0,121.0,2081.3,4.7,16.5
229.0,124.0,2080.5,4.3,17.0
230.0,98.0,2093.7,4.3,17.3
231.0,93.0,2106.2,3.9,17.4
232.0,92.0,2090.4,2.7,18.4
233.0,143.0,2076.9,3.6,17.7
234.0,104.0,2085.6,3.4,18.0
235.0,110.0,2085.6,3.1,18.2
236.0,151.0,2097.8,4.1,17.3
237.0,98.0,2108.8,4.1,17.5
238.0,146.0,2119.4,2.6,18.6
239.0,146.0,2104.3,3.9,17.4
240.0,50.0,2114.6,2.7,18.4
241.0,143.0,2114.6,4.8,16.7
242.0,92.0,2126.6,4.1,17.2
243.0,127.0,2126.7,4.4,16.8
244.0,255.0,2136.2,5.6,15.8
245.0,134.0,2145.5,4.5,17.0
246.0,124.0,2128.8,4.7,16.7
247.0,58.0,2113.6,2.4,19.0
248.0,68.0,2098.3,4.2,17.3
249.0,117.0,2085.1,3.7,17.6
250.0,139.0,2098.1,3.6,17.6
251.0,111.0,2110.2,2.3,18.9
252.0,98.0,2096.4,3.3,17.9
253.0,214.0,2108.1,5.5,16.2
254.0,149.0,2117.8,4.1,17.3
255.0,118.0,2130.6,4.1,17.4
256.0,144.0,2140.7,4.8,16.6
257.0,152.0,2125.0,3.6,17.8
258.0,139.0,2110.6,3.5,17.8
259.0,141.0,2121.3,3.0,18.2
260.0,101.0,2121.4,4.2,17.2
261.0,169.0,2131.9,3.1,18.1
262.0,153.0,2116.6,5.7,15.9
263.0,85.0,2127.3,4.6,17.0
264.0,300.0,2127.4,4.9,16.5
265.0,158.0,2127.4,3.4,17.9
266.0,111.0,2111.2,4.9,16.7
267.0,116.0,2096.7,3.4,17.9
268.0,214.0,2107.7,4.3,17.1
269.0,175.0,2094.5,4.4,17.0
270.0,93.0,2102.1,3.8,17.6
271.0,97.0,2109.2,2.7,18.7
272.0,104.0,2094.2,3.9,17.3
273.0,199.0,2079.7,4.6,16.8
274.0,123.0,2066.3,4.3,17.2
275.0,117.0,2055.7,3.4,17.9
276.0,104.0,2068.2,2.6,18.7
277.0,107.0,2082.5,4.4,17.0
