# GameN, gameLength, gameElo, minBase, dinBase
1.0,66.0,1000.0,8.0,13.5
2.0,238.0,1000.0,11.6,10.5
3.0,143.0,998.2,7.7,13.9
4.0,79.0,986.4,7.8,13.5
5.0,134.0,952.5,8.1,13.7
6.0,76.0,951.4,6.9,14.5
7.0,136.0,950.3,7.1,14.7
8.0,107.0,949.3,5.5,16.1
9.0,106.0,1001.5,5.0,16.6
10.0,108.0,972.6,5.9,15.4
11.0,179.0,1002.9,5.2,16.5
12.0,300.0,975.2,7.5,14.8
13.0,221.0,950.3,2.7,18.8
14.0,173.0,943.8,5.0,16.6
15.0,135.0,973.8,2.5,18.6
16.0,122.0,1001.2,4.0,17.6
17.0,276.0,1050.1,2.0,19.3
18.0,153.0,1048.6,4.5,17.0
19.0,175.0,1069.5,3.0,18.3
20.0,202.0,1068.0,3.4,17.9
21.0,139.0,1105.2,2.2,19.1
22.0,86.0,1121.6,7.3,14.4
23.0,295.0,1155.3,3.5,18.2
24.0,229.0,1153.0,4.5,17.2
25.0,211.0,1195.8,3.6,17.7
26.0,139.0,1237.7,2.1,19.2
27.0,132.0,1246.7,2.1,19.2
28.0,171.0,1271.6,3.1,18.3
29.0,220.0,1294.7,2.5,19.0
30.0,153.0,1301.4,4.5,17.2
31.0,209.0,1265.0,3.3,18.3
32.0,300.0,1245.6,6.3,15.6
33.0,106.0,1253.8,3.7,18.0
34.0,149.0,1291.9,3.4,18.1
35.0,100.0,1312.7,2.4,18.9
36.0,121.0,1318.5,2.1,19.2
37.0,179.0,1354.4,3.1,18.5
38.0,104.0,1389.0,5.0,16.8
39.0,205.0,1392.9,1.9,19.3
40.0,99.0,1407.3,2.1,19.3
41.0,156.0,1410.8,4.2,17.4
42.0,204.0,1414.2,4.4,17.2
43.0,259.0,1417.5,6.6,15.5
44.0,97.0,1381.7,3.2,18.0
45.0,154.0,1396.3,5.5,16.3
46.0,94.0,1389.4,2.4,18.9
47.0,300.0,1421.1,4.8,17.1
48.0,216.0,1413.4,1.5,19.6
49.0,199.0,1426.1,1.8,19.4
50.0,258.0,1456.2,4.7,17.0
51.0,132.0,1429.2,5.3,16.1
52.0,149.0,1458.8,3.6,18.0
53.0,271.0,1431.9,2.0,19.4
54.0,105.0,1424.1,1.2,19.9
55.0,185.0,1427.0,1.2,19.9
56.0,91.0,1456.2,1.5,19.7
57.0,83.0,1458.6,0.9,20.2
58.0,195.0,1486.4,1.5,19.7
59.0,119.0,1495.4,1.8,19.4
60.0,139.0,1504.0,1.1,20.0
61.0,168.0,1512.2,1.5,19.8
62.0,236.0,1520.2,1.4,19.8
63.0,136.0,1521.9,2.1,19.1
64.0,189.0,1523.5,2.4,19.2
65.0,238.0,1512.5,2.5,19.0
66.0,223.0,1514.2,1.9,19.4
67.0,273.0,1516.0,2.4,19.2
68.0,300.0,1517.7,1.6,19.7
69.0,113.0,1519.4,3.3,18.1
70.0,260.0,1543.4,2.5,19.0
71.0,198.0,1510.3,2.6,18.8
72.0,121.0,1512.0,2.7,18.7
73.0,300.0,1513.7,3.2,18.4
74.0,157.0,1503.5,1.9,19.6
75.0,186.0,1505.2,2.4,19.1
76.0,117.0,1529.4,1.3,19.8
77.0,300.0,1536.3,1.6,19.7
78.0,214.0,1543.0,3.1,18.3
79.0,151.0,1565.3,4.6,17.2
80.0,300.0,1553.1,3.9,17.9
81.0,289.0,1541.4,2.5,19.0
82.0,59.0,1547.8,1.1,19.9
83.0,198.0,1554.1,1.9,19.4
84.0,219.0,1527.0,1.7,19.6
85.0,186.0,1528.5,2.0,19.4
86.0,185.0,1535.3,1.5,19.7
87.0,237.0,1536.7,2.7,18.7
88.0,147.0,1538.2,1.6,19.7
89.0,121.0,1544.6,1.7,19.5
90.0,155.0,1545.9,1.5,19.7
91.0,138.0,1552.1,1.9,19.4
92.0,171.0,1553.4,2.1,19.2
93.0,115.0,1559.3,1.9,19.4
94.0,168.0,1560.5,2.8,18.5
95.0,181.0,1581.1,1.9,19.4
96.0,128.0,1582.2,2.4,19.0
97.0,202.0,1583.3,3.5,18.0
98.0,212.0,1552.5,2.4,19.1
99.0,234.0,1553.8,3.6,17.9
100.0,74.0,1555.0,3.8,17.8
101.0,264.0,1543.9,2.5,19.0
102.0,141.0,1533.2,1.7,19.6
103.0,184.0,1534.6,2.8,18.6
104.0,104.0,1555.8,2.7,18.8
105.0,217.0,1530.1,2.5,19.0
106.0,227.0,1531.5,3.5,18.2
107.0,158.0,1532.9,2.3,19.0
108.0,149.0,1539.2,2.1,19.2
109.0,145.0,1559.9,2.6,18.8
110.0,244.0,1579.8,2.2,19.1
111.0,143.0,1580.8,2.3,19.3
112.0,97.0,1581.9,1.4,19.7
113.0,131.0,1600.7,2.1,19.2
114.0,213.0,1605.2,3.0,18.4
115.0,157.0,1592.3,1.8,19.5
116.0,195.0,1593.3,2.9,18.5
117.0,170.0,1611.4,4.7,17.0
118.0,221.0,1581.9,4.1,17.7
119.0,152.0,1556.4,2.4,19.0
120.0,151.0,1576.0,2.6,18.9
121.0,214.0,1577.0,3.3,18.4
122.0,300.0,1551.8,3.4,18.2
123.0,247.0,1557.4,2.8,18.7
124.0,208.0,1547.8,1.2,19.9
125.0,140.0,1567.5,3.0,18.7
