# GameN, gameLength, gameElo, minBase, dinBase
1.0,300.0,1000.0,2.4,18.9
2.0,300.0,1000.0,3.8,17.8
3.0,197.0,986.9,4.6,17.4
4.0,74.0,975.8,7.3,14.7
5.0,300.0,1013.6,5.7,16.0
6.0,165.0,1078.9,4.8,16.8
7.0,107.0,1064.6,4.0,17.6
8.0,300.0,1062.6,4.4,17.2
9.0,103.0,1087.1,4.5,17.2
10.0,300.0,1085.0,8.8,12.7
11.0,169.0,1106.4,5.6,16.4
12.0,162.0,1131.7,4.5,17.1
13.0,250.0,1095.1,3.6,17.8
14.0,300.0,1093.1,4.4,17.2
15.0,300.0,1091.2,4.1,17.5
16.0,77.0,1079.2,5.4,16.0
17.0,145.0,1067.9,5.2,16.6
18.0,300.0,1087.8,5.0,16.5
19.0,177.0,1106.0,2.9,18.5
20.0,167.0,1093.9,4.2,17.2
21.0,173.0,1092.2,6.4,14.9
22.0,143.0,1137.2,4.8,16.5
23.0,300.0,1170.0,5.6,15.7
24.0,300.0,1167.5,4.9,16.7
25.0,300.0,1165.0,11.7,9.4
26.0,300.0,1172.9,3.9,17.8
27.0,300.0,1170.4,3.4,18.2
28.0,300.0,1155.9,3.9,17.6
29.0,300.0,1153.7,6.9,14.4
30.0,130.0,1140.4,7.7,13.8
31.0,300.0,1138.3,8.2,13.2
32.0,194.0,1151.5,8.5,12.9
33.0,168.0,1138.6,5.3,16.4
34.0,170.0,1136.7,5.0,16.5
35.0,160.0,1134.7,6.4,15.1
36.0,96.0,1132.8,6.2,15.3
37.0,300.0,1162.1,4.7,16.6
38.0,130.0,1159.9,5.7,15.7
39.0,300.0,1147.2,6.0,15.4
40.0,144.0,1159.2,5.4,16.3
41.0,233.0,1146.6,7.7,13.7
42.0,246.0,1144.7,3.8,17.5
43.0,260.0,1156.6,6.4,14.9
44.0,272.0,1154.6,6.4,15.2
45.0,300.0,1127.0,9.9,11.3
46.0,170.0,1101.0,4.6,16.5
47.0,223.0,1076.3,5.3,15.8
48.0,233.0,1075.1,10.0,11.1
49.0,278.0,1104.7,4.3,16.8
50.0,59.0,1118.0,4.4,16.7
51.0,211.0,1130.7,5.0,16.1
52.0,300.0,1157.6,4.9,16.2
53.0,300.0,1145.9,5.3,15.9
54.0,262.0,1144.1,9.0,12.2
55.0,176.0,1133.1,5.3,16.1
56.0,300.0,1131.4,6.6,14.5
57.0,224.0,1129.8,5.1,16.1
58.0,121.0,1128.2,4.8,16.4
59.0,139.0,1118.1,4.9,16.3
60.0,300.0,1116.6,5.7,15.4
61.0,160.0,1092.8,4.3,17.0
62.0,175.0,1070.2,4.9,16.4
63.0,300.0,1069.1,9.1,12.2
64.0,262.0,1096.9,7.5,13.9
65.0,224.0,1088.3,6.1,15.3
66.0,77.0,1080.0,4.5,16.6
67.0,219.0,1072.1,8.1,13.0
68.0,173.0,1071.0,6.1,15.1
69.0,300.0,1050.1,8.7,12.4
70.0,300.0,1064.9,8.9,12.4
71.0,300.0,1063.8,4.2,17.2
72.0,166.0,1056.6,5.6,15.6
73.0,144.0,1049.6,5.9,15.3
74.0,104.0,1077.1,4.9,16.3
75.0,59.0,1069.5,5.1,16.2
76.0,203.0,1068.4,3.7,17.5
77.0,281.0,1082.0,4.4,16.8
78.0,300.0,1080.9,4.0,17.1
79.0,186.0,1079.7,4.0,17.4
80.0,108.0,1112.1,4.8,16.3
81.0,116.0,1123.6,6.0,15.2
82.0,151.0,1101.3,5.4,15.8
83.0,133.0,1113.2,6.1,15.1
84.0,225.0,1091.4,4.5,16.6
85.0,300.0,1090.2,7.4,13.7
86.0,162.0,1089.0,6.3,15.0
87.0,67.0,1081.3,7.7,13.7
