# GameN, gameLength, gameElo, minBase, dinBase
1.0,230.0,1000.0,13.3,8.5
2.0,170.0,1000.0,12.0,10.1
3.0,89.0,986.9,9.1,12.6
4.0,155.0,975.8,10.7,11.3
5.0,176.0,974.5,11.9,10.5
6.0,173.0,965.3,6.1,15.9
7.0,156.0,956.9,9.3,12.6
8.0,83.0,991.4,9.5,12.3
9.0,162.0,962.4,8.6,13.4
10.0,175.0,955.0,9.3,13.0
11.0,175.0,948.0,8.5,13.9
12.0,249.0,941.4,9.1,13.5
13.0,300.0,935.1,8.6,13.9
14.0,222.0,929.2,7.4,14.7
15.0,180.0,975.3,5.3,16.5
16.0,86.0,1019.1,3.3,18.1
17.0,208.0,1017.8,2.1,19.3
18.0,139.0,1016.7,7.4,14.5
19.0,172.0,1039.8,4.8,16.9
20.0,123.0,1038.5,3.6,18.0
21.0,176.0,1076.9,2.7,18.7
22.0,233.0,1095.2,5.3,16.6
23.0,130.0,1112.1,1.8,19.3
24.0,300.0,1127.8,3.8,17.8
25.0,195.0,1160.4,4.3,17.4
26.0,194.0,1173.1,3.5,18.0
27.0,173.0,1185.1,8.1,14.3
28.0,119.0,1152.5,1.8,19.5
29.0,127.0,1150.2,4.7,17.2
30.0,177.0,1148.1,5.4,16.7
31.0,120.0,1160.9,1.5,19.7
32.0,241.0,1189.8,4.6,17.0
33.0,222.0,1187.2,6.2,15.8
34.0,247.0,1184.6,1.6,19.6
35.0,145.0,1182.1,1.7,19.5
36.0,300.0,1179.6,2.3,18.9
37.0,211.0,1149.5,4.3,17.2
38.0,167.0,1177.8,2.8,18.4
39.0,105.0,1204.4,1.2,20.0
40.0,300.0,1213.8,1.0,20.1
41.0,109.0,1238.2,4.2,17.4
42.0,300.0,1261.1,3.8,17.8
43.0,96.0,1268.2,0.8,20.3
44.0,86.0,1264.5,4.2,17.3
45.0,168.0,1285.6,3.1,18.4
46.0,165.0,1305.3,3.4,18.1
47.0,240.0,1300.9,5.6,16.6
48.0,160.0,1306.7,5.1,16.7
49.0,278.0,1302.3,5.6,16.4
50.0,220.0,1298.0,3.6,17.9
51.0,136.0,1316.6,1.1,20.0
52.0,180.0,1334.1,1.0,20.1
53.0,232.0,1329.2,2.5,18.9
54.0,225.0,1324.4,4.8,16.9
55.0,282.0,1329.3,3.0,18.6
56.0,189.0,1309.1,5.1,16.5
57.0,178.0,1314.4,2.5,18.9
58.0,106.0,1295.1,2.2,19.2
59.0,203.0,1300.7,1.6,19.6
60.0,137.0,1318.4,2.6,18.6
61.0,77.0,1335.1,1.6,19.6
62.0,165.0,1350.8,6.8,15.2
63.0,127.0,1345.7,5.7,16.0
64.0,123.0,1325.3,8.1,14.2
65.0,300.0,1306.1,5.0,16.8
66.0,80.0,1302.0,2.5,18.8
67.0,109.0,1319.1,4.6,16.7
68.0,181.0,1314.9,4.4,17.2
69.0,87.0,1310.7,5.9,16.1
70.0,105.0,1315.6,3.6,17.9
71.0,217.0,1297.3,3.9,17.8
72.0,300.0,1293.5,8.1,14.4
73.0,179.0,1298.8,8.9,13.8
74.0,215.0,1298.6,3.7,18.0
75.0,139.0,1281.3,4.6,17.1
76.0,170.0,1286.9,6.1,15.7
77.0,122.0,1292.4,1.2,19.9
78.0,145.0,1322.5,2.8,18.6
79.0,300.0,1352.0,3.0,18.6
80.0,96.0,1355.9,4.8,17.0
81.0,127.0,1326.2,9.0,13.4
82.0,151.0,1297.3,2.6,18.7
83.0,300.0,1280.6,9.1,13.7
84.0,300.0,1286.0,8.9,13.8
85.0,300.0,1269.9,6.8,15.1
86.0,167.0,1254.6,2.0,19.3
87.0,208.0,1284.5,5.5,16.4
88.0,251.0,1289.8,2.2,19.2
89.0,121.0,1319.0,3.5,17.7
90.0,85.0,1323.5,5.0,16.6
91.0,178.0,1319.4,2.0,19.4
92.0,264.0,1302.1,3.7,17.8
93.0,267.0,1306.9,6.4,15.8
94.0,73.0,1335.4,1.3,19.8
95.0,218.0,1363.2,7.0,15.2
96.0,229.0,1344.0,1.5,19.8
97.0,79.0,1371.5,6.2,15.4
98.0,119.0,1374.9,1.4,19.7
99.0,96.0,1378.2,1.3,19.9
100.0,65.0,1390.3,7.9,13.9
101.0,110.0,1384.8,5.3,16.1
102.0,208.0,1396.5,4.1,17.4
103.0,144.0,1422.3,2.6,18.9
104.0,91.0,1393.5,4.0,17.7
105.0,120.0,1396.4,7.0,15.2
106.0,171.0,1399.3,6.0,16.2
107.0,133.0,1379.1,3.3,18.2
108.0,158.0,1382.3,7.1,15.3
109.0,188.0,1377.1,4.1,17.6
110.0,175.0,1349.3,3.9,17.7
111.0,105.0,1353.0,7.0,14.9
112.0,241.0,1356.5,2.4,19.0
113.0,171.0,1338.4,4.0,17.8
114.0,89.0,1334.3,4.2,17.5
115.0,113.0,1347.8,2.2,19.3
116.0,204.0,1351.4,4.6,17.3
117.0,116.0,1347.0,3.5,18.2
118.0,71.0,1359.9,4.3,17.5
119.0,85.0,1363.3,4.0,18.1
120.0,151.0,1375.5,4.5,17.1
121.0,126.0,1370.6,4.6,17.2
122.0,158.0,1373.8,2.9,18.8
123.0,158.0,1376.9,3.3,18.3
124.0,84.0,1380.0,3.0,18.6
125.0,163.0,1391.3,3.0,18.4
126.0,139.0,1386.1,3.3,18.5
127.0,138.0,1389.0,2.0,19.3
128.0,87.0,1391.9,5.2,16.7
129.0,128.0,1394.7,8.3,14.0
130.0,139.0,1405.3,3.4,18.4
131.0,86.0,1399.8,6.4,15.5
132.0,300.0,1394.4,8.1,14.4
133.0,143.0,1389.2,3.7,18.0
134.0,180.0,1370.5,5.5,16.7
135.0,110.0,1365.9,2.2,19.1
136.0,111.0,1339.7,6.0,15.6
137.0,300.0,1365.0,2.1,19.2
138.0,300.0,1360.5,3.2,18.4
139.0,80.0,1349.2,2.1,19.2
140.0,189.0,1374.1,3.1,18.4
141.0,155.0,1356.3,4.0,17.8
142.0,136.0,1359.6,2.7,18.6
143.0,193.0,1362.9,4.2,17.6
144.0,148.0,1366.0,2.5,18.9
145.0,129.0,1369.2,2.5,18.8
146.0,177.0,1380.5,7.0,15.1
147.0,188.0,1375.7,2.9,18.5
148.0,300.0,1358.0,1.9,19.5
149.0,113.0,1361.3,4.2,17.4
150.0,179.0,1371.3,5.4,16.5
151.0,73.0,1345.7,3.9,17.5
152.0,79.0,1349.1,2.9,18.6
153.0,179.0,1361.1,10.3,12.3
154.0,67.0,1356.8,6.1,15.8
155.0,145.0,1352.6,4.2,17.5
156.0,106.0,1348.5,2.8,18.5
157.0,152.0,1360.4,5.2,16.5
158.0,81.0,1384.4,2.2,19.0
159.0,98.0,1407.9,2.1,19.0
160.0,79.0,1430.7,5.2,16.3
161.0,168.0,1411.4,3.9,17.7
162.0,149.0,1392.8,4.5,17.1
163.0,300.0,1395.4,7.3,15.2
164.0,201.0,1390.4,3.1,18.3
165.0,182.0,1372.7,4.5,17.1
166.0,175.0,1396.1,3.4,18.1
167.0,240.0,1419.0,3.0,18.5
168.0,100.0,1428.1,1.6,19.6
169.0,183.0,1430.2,2.6,18.7
170.0,149.0,1411.2,3.0,18.5
171.0,126.0,1413.6,2.3,18.8
172.0,94.0,1435.9,5.7,16.2
173.0,171.0,1416.7,8.6,13.8
174.0,92.0,1411.3,6.8,15.1
175.0,130.0,1406.0,8.5,13.6
176.0,163.0,1400.8,3.6,18.2
177.0,94.0,1383.0,2.3,18.9
178.0,80.0,1385.7,2.9,18.5
179.0,89.0,1395.9,2.0,19.2
180.0,67.0,1391.0,3.7,17.8
181.0,300.0,1400.9,6.0,16.1
182.0,117.0,1395.9,1.7,19.4
183.0,185.0,1378.4,7.4,14.7
184.0,300.0,1401.1,5.6,16.5
185.0,300.0,1383.5,2.3,19.0
186.0,94.0,1366.5,5.0,16.6
187.0,106.0,1389.4,3.8,17.4
188.0,66.0,1392.0,6.7,15.5
189.0,262.0,1387.2,7.1,15.1
190.0,120.0,1370.2,3.7,17.8
191.0,173.0,1353.8,3.4,18.1
192.0,300.0,1349.9,3.9,17.6
193.0,295.0,1353.1,5.2,16.6
194.0,258.0,1349.2,5.9,15.9
195.0,136.0,1360.4,1.9,19.3
196.0,129.0,1371.3,2.1,19.3
197.0,125.0,1393.8,2.7,18.7
198.0,120.0,1403.4,2.1,19.3
