# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,229.00000,1000.00000,4.54573,16.96711,31.01593,12.87770,0.24486,0.10226,0.00771
2.00000,82.00000,1000.00000,4.89320,16.84743,29.01942,16.45908,0.50000,0.20804,0.06103
3.00000,210.00000,1071.00177,5.85074,15.62721,26.26765,17.82868,0.46691,0.30515,0.11838
4.00000,144.00000,1130.48481,4.67647,16.80995,31.17081,23.63348,0.51867,0.05656,0.03846
5.00000,138.00000,1082.44221,4.73253,16.71640,24.52419,25.53763,0.88844,0.15995,0.18817
6.00000,158.00000,1041.21663,4.29950,17.02010,23.62412,15.62412,0.85427,0.21709,0.00000
7.00000,131.00000,1029.11351,6.09081,15.44058,31.03924,25.70964,0.81614,0.02018,0.00785
8.00000,128.00000,1027.53530,5.08426,16.29933,26.63858,16.93459,0.48060,0.20177,0.06319
9.00000,130.00000,1016.97357,5.71394,15.75636,31.50909,21.81455,0.70000,0.30909,0.06303
10.00000,215.00000,1064.95608,5.71695,15.64246,20.96089,16.93948,0.34264,0.24581,0.07635
11.00000,208.00000,1053.07375,5.77770,15.82164,32.26623,24.22754,0.43836,0.13902,0.03082
12.00000,206.00000,1096.99482,3.52749,17.80041,15.46334,17.36049,0.36151,0.23625,0.23931
13.00000,166.00000,1137.63138,5.11464,16.47495,31.65318,23.86705,0.76349,0.10212,0.01638
14.00000,193.00000,1122.39527,4.96887,16.38208,26.78868,23.21415,0.61745,0.08774,0.04057
15.00000,192.00000,1108.35361,5.06998,16.44771,29.78029,18.71257,0.29722,0.19263,0.08578
16.00000,61.00000,1106.32536,2.84615,18.43407,23.85714,23.51374,0.50000,0.03297,0.02747
17.00000,117.00000,1123.90486,6.28827,15.08946,31.86183,18.56461,0.50000,0.40258,0.02187
18.00000,97.00000,1090.85362,4.08293,17.26794,28.82616,13.51356,0.50000,0.07656,0.03190
19.00000,180.00000,1108.92129,4.55451,16.91655,24.29475,26.90848,0.50336,0.20861,0.13055
20.00000,96.00000,1107.00343,4.81738,16.57053,35.21537,14.71914,0.85894,0.30730,0.00252
21.00000,99.00000,1076.29995,4.86559,16.35215,24.21237,19.74059,0.50000,0.25672,0.13306
22.00000,136.00000,1121.45282,4.67522,16.84263,28.01116,21.79799,0.77790,0.06808,0.01228
23.00000,157.00000,1136.78262,4.53367,17.07653,27.46837,24.88571,0.65306,0.09592,0.04898
24.00000,119.00000,1123.61768,5.50063,15.87706,30.21293,22.75539,0.74715,0.14068,0.01901
25.00000,184.00000,1121.65585,4.84897,16.59618,33.11208,21.57870,0.52782,0.26391,0.11208
26.00000,121.00000,1119.73481,4.20795,17.14679,26.22477,16.16667,0.50000,0.50153,0.43578
27.00000,137.00000,1162.13754,5.98397,15.42201,30.06624,23.43056,0.50000,0.30769,0.23184
28.00000,143.00000,1159.78511,4.95799,16.57643,25.60327,17.24271,0.08751,0.18086,0.06184
29.00000,160.00000,1189.51068,4.56186,16.84677,21.72758,18.03632,0.82066,0.13734,0.06697
30.00000,157.00000,1217.33460,4.33586,17.08333,21.44444,19.63258,0.73106,0.15025,0.06313
31.00000,162.00000,1200.59541,3.54798,17.73179,22.00462,13.49017,0.24162,0.51676,0.50867
32.00000,272.00000,1168.37095,4.33950,17.01609,20.34031,23.36927,0.54143,0.25181,0.14240
33.00000,107.00000,1208.08336,3.69559,17.74499,28.60881,15.27103,0.64419,0.13885,0.03738
34.00000,205.00000,1217.75727,6.76000,14.78000,23.69333,23.29778,0.57722,0.31333,0.05333
35.00000,124.00000,1201.50974,4.13411,17.28173,29.27543,17.77678,0.48560,0.34563,0.06751
36.00000,135.00000,1170.20891,5.06854,16.16646,21.77846,17.68299,0.44370,0.16034,0.04651
37.00000,211.00000,1181.35128,5.48755,15.88377,27.33887,14.77962,0.15962,0.39170,0.18113
38.00000,141.00000,1178.93790,4.34603,17.14709,25.03810,15.67937,0.74180,0.19894,0.03069
39.00000,194.00000,1189.53368,5.64203,15.79710,29.86884,13.61087,0.46087,0.35435,0.06812
40.00000,111.00000,1187.04412,3.71144,17.80718,30.01596,24.65160,0.58311,0.07447,0.09043
41.00000,147.00000,1197.14918,4.60102,16.94592,30.90816,24.37449,0.76327,0.17449,0.01020
42.00000,166.00000,1194.58752,5.69386,15.70584,30.42740,14.08533,0.48129,0.37949,0.03892
43.00000,124.00000,1180.40561,4.89607,16.55658,30.54388,18.21709,0.50000,0.54273,0.06236
44.00000,276.00000,1190.61511,5.40093,16.04489,23.43344,18.22988,0.72291,0.33204,0.14087
45.00000,104.00000,1161.50444,3.93533,17.28864,23.87855,15.28549,0.41246,0.21293,0.02524
46.00000,147.00000,1172.43049,4.60315,16.86679,31.79371,31.56707,0.66605,0.00370,0.00093
47.00000,180.00000,1170.25287,4.94713,16.72720,30.27969,18.37011,0.37318,0.20613,0.13257
48.00000,125.00000,1157.67288,5.05789,16.60781,29.40087,24.06802,0.59479,0.07236,0.03763
49.00000,96.00000,1168.59489,5.02258,16.53450,32.30991,18.57215,0.50000,0.32497,0.07528
50.00000,187.00000,1166.49560,4.91071,16.62883,32.25255,14.07653,0.44515,0.30421,0.07398
51.00000,247.00000,1176.91975,4.57082,16.90755,23.87362,19.93723,0.34690,0.05852,0.06192
52.00000,142.00000,1186.84859,4.03333,17.32609,21.74783,22.57826,0.67319,0.17101,0.13188
53.00000,300.00000,1211.02343,5.53091,16.07285,29.54912,18.60706,0.20999,0.17494,0.04470
54.00000,153.00000,1196.82367,5.65946,15.73838,28.03676,21.17838,0.35784,0.39784,0.33405
55.00000,86.00000,1214.73896,4.85042,16.67793,33.53076,14.96622,0.44572,0.26417,0.04946
56.00000,180.00000,1223.00509,3.86143,17.61013,21.39504,14.92244,0.19907,0.26887,0.24405
57.00000,158.00000,1244.95448,3.69239,17.69552,26.42544,20.92284,0.72002,0.08655,0.03337
58.00000,296.00000,1265.69107,5.45412,16.09508,24.70412,25.97606,0.87999,0.19548,0.06250
59.00000,178.00000,1262.31192,5.05797,16.40454,35.28166,20.40391,0.17297,0.14052,0.02016
60.00000,139.00000,1245.89959,6.34307,14.99746,26.79161,22.31766,0.72427,0.14740,0.02795
61.00000,232.00000,1252.91918,4.50500,17.03803,27.24616,20.67378,0.31821,0.37558,0.18279
62.00000,123.00000,1237.12151,4.71572,16.89671,30.94150,17.36380,0.10512,0.23400,0.09049
63.00000,298.00000,1251.48718,6.86632,14.65124,17.54242,19.92288,0.76135,0.48158,0.05484
64.00000,192.00000,1258.24395,3.72306,17.70455,22.93771,14.60438,0.25126,0.07576,0.05724
65.00000,98.00000,1229.40944,4.24965,16.89540,30.00976,18.99024,0.64365,0.11158,0.00000
66.00000,195.00000,1226.69655,5.90896,15.67548,32.69530,21.03157,0.54369,0.23935,0.03744
67.00000,106.00000,1224.03269,5.68042,15.98944,41.88772,22.13820,0.28791,0.12092,0.02015
68.00000,98.00000,1203.10798,4.17982,17.32895,32.44737,23.11257,0.54898,0.00439,0.00585
69.00000,142.00000,1224.96241,3.56712,17.74298,27.80229,13.66077,0.17170,0.15088,0.09990
70.00000,178.00000,1211.00511,4.20753,17.23933,28.59498,14.57406,0.30209,0.18745,0.27782
71.00000,237.00000,1218.91799,5.56807,15.92659,27.83678,22.33143,0.31361,0.21882,0.10905
