# GameN, gameLength, gameElo, minBase, dinBase
1.0,120.0,1400.0,4.8,16.6
2.0,209.0,1400.0,5.4,16.0
3.0,166.0,1323.6,5.3,16.1
4.0,109.0,1333.8,5.0,16.5
5.0,238.0,1272.1,6.8,14.7
6.0,250.0,1283.6,5.8,15.9
7.0,119.0,1294.1,4.7,16.7
8.0,126.0,1303.6,5.2,16.1
9.0,122.0,1312.5,5.3,16.0
10.0,139.0,1320.7,4.7,16.7
11.0,126.0,1328.3,6.0,15.6
12.0,278.0,1335.5,6.8,14.7
13.0,153.0,1342.3,6.3,15.1
14.0,124.0,1348.8,5.8,15.6
15.0,236.0,1354.9,7.4,14.4
16.0,137.0,1360.7,5.3,16.0
17.0,205.0,1366.3,5.3,16.1
18.0,180.0,1371.6,5.0,16.5
19.0,90.0,1376.7,5.3,16.1
20.0,143.0,1381.7,5.0,16.5
21.0,160.0,1386.4,5.1,16.6
22.0,129.0,1390.9,4.9,16.9
23.0,81.0,1395.3,5.1,16.4
24.0,113.0,1399.6,5.4,15.9
25.0,156.0,1421.6,5.2,16.3
26.0,300.0,1440.6,6.4,15.0
27.0,128.0,1443.9,5.8,15.6
28.0,97.0,1460.0,4.6,16.9
29.0,300.0,1462.9,5.1,16.3
30.0,154.0,1476.8,7.9,13.6
31.0,182.0,1467.7,4.8,16.7
32.0,110.0,1470.4,6.6,14.9
33.0,224.0,1473.1,4.6,16.8
34.0,96.0,1475.6,5.9,15.5
35.0,187.0,1478.1,5.1,16.4
36.0,139.0,1439.5,5.4,15.8
37.0,168.0,1412.8,6.5,15.2
38.0,102.0,1429.8,3.9,17.6
39.0,147.0,1432.9,6.1,15.6
40.0,162.0,1447.6,6.3,15.3
41.0,158.0,1420.9,6.4,15.0
42.0,168.0,1436.7,5.5,15.8
43.0,103.0,1439.7,4.4,17.0
44.0,190.0,1459.0,6.7,14.8
45.0,144.0,1461.6,5.8,15.9
46.0,158.0,1439.9,5.1,16.4
47.0,133.0,1442.7,3.8,17.6
48.0,126.0,1445.5,4.6,16.8
49.0,140.0,1420.6,4.8,16.7
50.0,179.0,1402.7,5.1,16.3
51.0,125.0,1419.2,7.7,13.8
52.0,213.0,1402.5,5.9,15.5
53.0,151.0,1405.9,5.5,16.0
54.0,155.0,1409.1,4.7,16.8
55.0,197.0,1412.3,5.7,16.0
56.0,300.0,1415.5,7.9,13.7
57.0,242.0,1430.0,5.8,15.5
58.0,300.0,1432.3,4.7,16.8
59.0,186.0,1435.1,5.2,16.2
60.0,111.0,1455.0,3.2,18.0
61.0,190.0,1430.7,5.0,16.5
62.0,130.0,1413.9,4.0,17.4
63.0,105.0,1416.9,5.4,15.8
64.0,173.0,1419.9,5.7,15.7
65.0,206.0,1401.9,5.1,16.3
66.0,171.0,1381.8,3.9,17.3
67.0,241.0,1363.8,6.9,14.7
68.0,101.0,1347.7,4.2,17.1
69.0,300.0,1369.3,6.3,15.2
70.0,131.0,1391.4,4.5,17.2
71.0,273.0,1392.2,4.2,17.2
72.0,139.0,1412.1,5.1,16.3
73.0,183.0,1429.0,4.9,16.5
74.0,217.0,1444.1,6.1,15.4
75.0,143.0,1446.6,4.3,16.9
76.0,108.0,1462.6,7.6,14.1
77.0,264.0,1443.1,6.6,14.9
78.0,106.0,1445.6,3.5,17.7
79.0,286.0,1425.3,6.9,14.4
80.0,163.0,1428.0,5.5,16.0
81.0,128.0,1444.8,5.9,15.6
82.0,140.0,1459.1,4.8,16.6
83.0,100.0,1438.8,4.8,17.0
84.0,89.0,1454.0,5.4,16.0
85.0,164.0,1437.7,5.6,15.8
86.0,139.0,1440.1,5.1,16.7
87.0,238.0,1454.4,5.1,16.3
88.0,91.0,1434.7,5.0,16.5
89.0,249.0,1416.7,6.0,15.4
90.0,81.0,1433.1,4.0,17.3
91.0,163.0,1447.9,5.2,16.1
92.0,300.0,1461.9,5.9,15.8
93.0,145.0,1474.6,3.5,17.8
94.0,76.0,1455.7,3.0,18.2
95.0,137.0,1425.7,4.0,17.4
96.0,156.0,1442.0,5.1,16.3
97.0,206.0,1424.8,7.9,13.8
98.0,197.0,1427.4,6.2,15.3
99.0,116.0,1441.4,5.2,16.0
100.0,120.0,1454.2,4.2,17.0
101.0,185.0,1471.0,5.9,15.6
102.0,179.0,1473.0,4.3,17.0
103.0,185.0,1455.4,4.7,16.6
104.0,261.0,1467.5,6.3,15.2
105.0,95.0,1452.1,4.9,16.5
106.0,125.0,1436.8,6.7,14.9
107.0,165.0,1449.0,5.6,15.7
108.0,300.0,1466.3,6.9,14.6
109.0,132.0,1468.3,4.3,17.1
110.0,190.0,1448.2,6.3,15.2
111.0,193.0,1433.9,6.3,15.1
112.0,292.0,1414.8,5.7,15.8
113.0,141.0,1417.4,4.6,16.9
114.0,153.0,1400.4,4.7,16.7
115.0,144.0,1403.2,4.1,17.5
116.0,98.0,1390.9,5.3,16.0
117.0,151.0,1406.5,5.8,15.7
118.0,300.0,1425.2,6.6,14.9
119.0,124.0,1408.2,3.7,17.8
120.0,156.0,1391.3,4.6,16.8
121.0,269.0,1408.9,4.7,16.8
122.0,100.0,1427.2,3.3,18.1
123.0,195.0,1412.4,6.1,15.3
124.0,194.0,1429.8,5.6,16.0
125.0,238.0,1442.9,6.2,15.6
126.0,176.0,1457.2,6.9,14.7
127.0,210.0,1471.7,4.7,16.8
128.0,101.0,1455.1,4.7,16.7
129.0,193.0,1440.0,4.7,16.9
130.0,254.0,1442.2,5.5,16.0
131.0,123.0,1444.4,4.9,16.5
132.0,101.0,1460.0,5.2,16.3
133.0,179.0,1441.6,4.8,16.6
134.0,300.0,1456.7,6.3,15.4
135.0,284.0,1458.6,6.8,14.7
136.0,102.0,1443.7,4.2,17.3
137.0,173.0,1429.9,6.7,14.7
138.0,300.0,1432.2,6.3,15.2
139.0,166.0,1448.2,5.0,16.6
140.0,114.0,1461.3,4.5,16.9
141.0,300.0,1475.4,7.2,14.3
142.0,127.0,1457.8,5.1,16.5
143.0,203.0,1442.5,5.6,15.9
144.0,162.0,1456.6,5.7,15.8
145.0,238.0,1439.8,6.2,15.3
146.0,127.0,1423.3,4.1,17.3
147.0,214.0,1408.7,4.4,16.9
148.0,182.0,1423.4,4.2,17.2
149.0,126.0,1425.7,4.7,16.7
150.0,99.0,1411.6,6.8,14.6
151.0,192.0,1399.0,5.5,16.0
152.0,128.0,1415.6,4.5,17.0
153.0,119.0,1430.1,4.9,16.4
154.0,120.0,1417.8,4.1,17.2
155.0,160.0,1433.1,5.2,16.3
156.0,194.0,1418.8,5.5,16.0
157.0,146.0,1434.8,4.5,16.9
158.0,139.0,1421.0,6.1,15.4
159.0,155.0,1436.0,4.1,17.2
160.0,211.0,1422.7,5.3,16.2
161.0,111.0,1439.5,3.6,17.8
162.0,175.0,1452.2,4.5,16.8
163.0,118.0,1437.2,4.5,16.7
164.0,151.0,1452.7,6.1,15.3
165.0,300.0,1464.7,5.1,16.3
166.0,159.0,1477.8,4.2,17.2
167.0,174.0,1488.4,5.6,15.8
168.0,279.0,1470.7,6.4,15.1
169.0,178.0,1472.4,3.4,17.9
170.0,103.0,1483.7,4.4,17.2
171.0,176.0,1494.6,4.5,17.0
172.0,135.0,1479.1,3.8,17.6
173.0,122.0,1489.1,5.0,16.5
174.0,148.0,1471.7,5.8,15.8
175.0,140.0,1457.8,5.2,16.1
176.0,109.0,1442.3,5.2,16.5
177.0,291.0,1455.5,5.0,16.5
178.0,201.0,1469.3,4.4,17.0
179.0,177.0,1481.5,4.3,17.2
180.0,226.0,1465.4,6.2,15.3
181.0,298.0,1467.1,4.6,16.9
182.0,91.0,1478.1,4.4,16.8
183.0,234.0,1460.4,4.9,16.7
184.0,144.0,1447.7,4.6,16.8
185.0,300.0,1431.9,6.8,14.8
186.0,137.0,1444.4,5.2,16.3
187.0,119.0,1442.5,4.3,16.8
188.0,165.0,1430.3,3.3,18.0
189.0,153.0,1419.3,5.4,16.1
190.0,137.0,1431.5,6.3,15.3
191.0,183.0,1444.4,3.8,17.6
192.0,218.0,1455.9,6.3,15.3
193.0,182.0,1457.7,4.9,16.5
194.0,140.0,1444.0,5.1,16.2
195.0,116.0,1429.0,4.4,16.9
196.0,292.0,1415.1,5.0,16.5
197.0,119.0,1427.3,3.8,17.6
198.0,210.0,1416.4,5.0,16.4
199.0,145.0,1431.6,4.8,16.8
200.0,137.0,1445.4,4.6,16.7
201.0,184.0,1434.3,3.4,17.9
202.0,104.0,1447.4,5.2,16.2
203.0,133.0,1460.1,4.5,17.1
204.0,285.0,1470.0,4.8,16.7
205.0,141.0,1455.9,5.1,16.2
206.0,238.0,1444.6,4.9,16.4
207.0,221.0,1458.1,5.1,16.5
208.0,107.0,1459.8,5.1,16.5
209.0,163.0,1472.1,4.7,16.5
210.0,153.0,1483.4,4.4,17.0
211.0,175.0,1492.5,4.4,16.8
212.0,201.0,1480.1,6.0,15.4
213.0,248.0,1492.5,6.3,15.4
214.0,138.0,1502.6,4.2,17.2
215.0,154.0,1487.6,5.6,15.8
216.0,132.0,1499.7,5.7,15.8
217.0,189.0,1483.1,4.6,16.7
218.0,96.0,1484.6,4.0,17.3
219.0,153.0,1498.8,5.0,16.5
