# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,130.00000,1000.00000,5.53204,15.88227,23.00745,28.38301,0.65648,0.26080,0.07154
2.00000,144.00000,1000.00000,5.80997,15.60583,29.41016,16.88523,0.23754,0.10254,0.05644
3.00000,114.00000,986.91212,4.29491,16.91957,24.57909,20.81367,0.52815,0.15416,0.03351
4.00000,127.00000,1051.80241,4.80664,16.62559,30.32417,14.99810,0.24408,0.15261,0.06825
5.00000,170.00000,1037.73396,5.06440,16.41427,25.80940,23.69539,0.38164,0.24369,0.06876
6.00000,115.00000,1067.55369,4.84088,16.66740,32.50608,19.83536,0.40552,0.28508,0.11381
7.00000,178.00000,1093.36631,5.34513,16.06999,32.36605,26.33548,0.73009,0.09171,0.00000
8.00000,253.00000,1116.03839,5.24944,16.13109,22.84644,19.78277,0.24682,0.16330,0.13258
9.00000,118.00000,1113.56211,5.12126,16.44080,34.15835,17.73894,0.51854,0.11698,0.02996
10.00000,95.00000,1156.18956,3.84300,17.44027,27.12457,15.58532,0.59044,0.17235,0.04949
11.00000,116.00000,1153.27031,6.42613,15.01866,25.48678,26.33281,0.61198,0.22395,0.02644
12.00000,119.00000,1150.46486,4.56841,16.78234,28.33582,22.44403,0.57774,0.06716,0.06592
13.00000,151.00000,1134.09216,5.26543,16.18511,28.20078,20.47796,0.56954,0.30264,0.13908
14.00000,163.00000,1131.66977,4.59136,16.85382,20.74972,14.52381,0.44408,0.39424,0.17054
15.00000,157.00000,1096.46861,3.72636,17.53808,25.02259,15.93222,0.32259,0.27364,0.23096
16.00000,115.00000,1114.99673,4.46417,16.82248,22.64007,21.13192,0.75000,0.17915,0.13192
17.00000,264.00000,1151.83325,5.69388,15.77462,17.24933,15.84383,0.36912,0.10115,0.06300
18.00000,132.00000,1136.74361,5.13416,16.25311,27.69156,23.05947,0.71369,0.09405,0.03734
19.00000,158.00000,1134.47775,6.14509,15.54593,23.34238,20.52401,0.48330,0.30585,0.19833
20.00000,148.00000,1120.79877,5.17222,16.41332,24.50402,16.79219,0.65098,0.40528,0.17796
21.00000,119.00000,1089.25066,4.05858,17.29564,28.47548,14.71662,0.51090,0.06403,0.00000
22.00000,125.00000,1106.73613,4.30440,17.11758,26.49560,20.52857,0.79780,0.21099,0.08462
23.00000,171.00000,1104.90948,4.80078,16.61961,29.85961,17.85804,0.20196,0.19294,0.10902
24.00000,98.00000,1139.05826,5.34891,16.03358,29.06861,22.63212,0.50000,0.20292,0.03796
25.00000,175.00000,1153.06057,4.64798,16.80629,26.21141,24.87906,0.81318,0.26549,0.10226
26.00000,193.00000,1121.44044,3.60048,17.69073,16.80505,18.47413,0.47593,0.08664,0.03610
27.00000,149.00000,1109.46016,5.66308,16.08195,32.09272,16.92715,0.48344,0.35099,0.10596
28.00000,206.00000,1107.69836,5.37410,16.21423,27.06235,22.29656,0.79696,0.03597,0.02478
29.00000,146.00000,1122.90446,5.95539,15.59521,26.93145,16.03808,0.49021,0.36017,0.31121
30.00000,134.00000,1111.17501,6.10992,15.49701,27.09080,21.33333,0.89964,0.06930,0.03106
31.00000,176.00000,1152.17137,4.39910,17.13529,22.96956,17.78579,0.37091,0.14318,0.06426
32.00000,126.00000,1139.16857,6.75782,15.17053,34.61150,22.67306,0.50000,0.31786,0.05449
33.00000,119.00000,1137.18000,5.88026,15.56203,27.88565,14.22977,0.30205,0.47681,0.18770
34.00000,154.00000,1150.20744,4.12563,17.27495,34.29361,9.92534,0.24874,0.29002,0.05528
35.00000,153.00000,1162.48066,4.82459,16.85307,18.48126,17.66717,0.76462,0.10045,0.00900
36.00000,175.00000,1201.38524,4.08805,17.35220,27.43666,16.49326,0.39173,0.10332,0.04582
37.00000,159.00000,1198.67793,4.48843,16.92616,28.60498,16.99288,0.42349,0.19395,0.05160
38.00000,179.00000,1224.36462,5.86464,15.61844,22.29988,18.57760,0.43407,0.74212,0.54726
