# GameN, gameLength, gameElo, minBase, dinBase
1.0,265.0,1000.0,10.4,11.7
2.0,151.0,1000.0,11.2,10.6
3.0,165.0,986.9,9.6,12.5
4.0,298.0,985.4,11.3,10.9
5.0,101.0,975.1,9.9,11.9
6.0,93.0,965.9,9.9,11.8
7.0,129.0,957.5,9.2,12.8
8.0,121.0,956.5,8.7,12.9
9.0,105.0,989.9,9.6,12.1
10.0,75.0,961.9,10.4,11.3
11.0,100.0,936.8,9.5,12.3
12.0,300.0,936.0,10.8,11.5
13.0,81.0,935.2,8.3,13.3
14.0,175.0,929.2,10.6,11.4
15.0,125.0,960.3,9.2,12.7
16.0,85.0,959.4,9.4,12.4
17.0,129.0,953.0,8.9,13.1
18.0,111.0,1001.5,10.1,11.9
19.0,114.0,1025.6,10.0,12.0
20.0,102.0,1017.2,7.9,13.9
21.0,102.0,1056.5,10.6,11.1
22.0,121.0,1055.1,7.9,14.2
23.0,98.0,1045.8,8.8,12.9
24.0,79.0,1065.6,8.2,13.6
25.0,110.0,1038.8,7.8,14.1
26.0,119.0,1037.6,10.4,11.3
27.0,112.0,1013.1,8.9,13.2
28.0,147.0,1005.8,10.3,11.6
29.0,141.0,1027.2,9.9,12.1
30.0,88.0,1019.5,10.2,11.7
31.0,160.0,1012.2,6.7,14.7
32.0,154.0,1005.2,8.8,13.1
33.0,171.0,983.9,8.6,13.4
34.0,116.0,977.9,8.5,13.5
35.0,58.0,972.1,8.5,13.1
36.0,50.0,1007.6,5.8,15.7
37.0,159.0,1006.7,9.0,13.1
38.0,65.0,1000.2,6.0,15.4
39.0,52.0,993.9,3.7,17.4
40.0,76.0,993.1,7.9,13.8
41.0,147.0,992.2,8.8,13.2
42.0,260.0,1012.4,9.9,12.3
43.0,129.0,1005.9,7.4,14.5
44.0,82.0,1038.7,8.4,13.3
45.0,226.0,1056.0,7.6,14.3
46.0,129.0,1048.2,8.5,13.5
47.0,180.0,1026.3,9.1,13.2
48.0,84.0,1063.5,5.9,15.9
49.0,120.0,1062.4,8.8,13.3
50.0,300.0,1077.9,8.8,13.3
51.0,86.0,1069.5,7.1,14.7
52.0,71.0,1080.1,7.4,14.2
53.0,120.0,1094.5,9.0,12.9
54.0,59.0,1071.1,7.2,14.2
55.0,104.0,1099.9,6.2,15.6
56.0,150.0,1090.9,6.5,15.2
57.0,132.0,1104.5,7.7,14.2
58.0,99.0,1117.4,6.8,15.1
59.0,122.0,1107.7,7.7,14.4
60.0,125.0,1120.4,5.2,16.4
61.0,300.0,1132.3,8.6,13.5
62.0,159.0,1143.7,7.8,13.9
63.0,91.0,1159.8,9.0,12.8
64.0,20.0,1184.1,1.3,19.7
65.0,94.0,1171.8,6.7,15.1
66.0,89.0,1146.1,6.1,15.4
67.0,223.0,1121.6,6.9,15.1
68.0,106.0,1120.1,7.3,14.5
69.0,167.0,1118.6,7.5,14.6
70.0,110.0,1109.4,7.3,14.7
71.0,160.0,1135.0,8.7,13.6
72.0,297.0,1133.5,6.0,15.8
73.0,160.0,1123.7,6.6,15.3
74.0,153.0,1148.6,7.6,14.4
75.0,113.0,1158.7,5.0,16.4
76.0,54.0,1190.9,5.9,15.4
77.0,300.0,1188.8,6.3,15.7
78.0,151.0,1186.7,8.9,13.3
79.0,72.0,1208.6,7.5,14.1
80.0,208.0,1195.8,8.8,13.4
81.0,142.0,1183.7,7.1,14.9
82.0,173.0,1172.1,8.4,13.7
83.0,300.0,1170.3,5.4,16.4
84.0,138.0,1168.4,6.5,15.6
85.0,114.0,1177.5,5.4,16.2
86.0,300.0,1199.3,5.5,16.5
87.0,300.0,1197.1,8.2,14.3
88.0,95.0,1217.9,6.7,15.2
89.0,165.0,1215.6,5.7,16.1
90.0,81.0,1213.2,8.0,13.6
91.0,178.0,1243.4,4.3,17.4
92.0,184.0,1240.7,5.6,16.2
93.0,70.0,1247.2,4.5,16.8
94.0,171.0,1253.4,4.9,16.7
95.0,90.0,1227.4,3.4,18.0
96.0,300.0,1234.2,6.3,15.6
97.0,106.0,1263.6,6.1,15.8
98.0,157.0,1280.9,7.2,14.6
99.0,118.0,1277.7,6.0,15.7
100.0,126.0,1274.6,3.7,17.8
101.0,182.0,1271.5,7.7,14.3
102.0,171.0,1300.0,7.9,14.3
103.0,43.0,1284.0,2.9,18.2
104.0,114.0,1280.8,3.5,18.0
105.0,75.0,1277.6,6.0,15.5
106.0,150.0,1282.9,5.0,16.7
107.0,300.0,1267.8,8.1,14.2
108.0,243.0,1273.2,5.3,16.6
109.0,274.0,1285.7,5.5,16.4
110.0,71.0,1259.8,6.0,15.5
111.0,184.0,1276.7,3.9,17.7
112.0,300.0,1273.7,7.3,15.0
113.0,171.0,1279.0,5.9,15.8
114.0,300.0,1306.6,5.6,16.2
115.0,53.0,1321.3,3.2,17.9
116.0,128.0,1320.1,5.6,16.1
117.0,241.0,1316.3,4.1,17.5
118.0,264.0,1300.2,5.9,15.9
119.0,138.0,1304.7,7.2,14.6
120.0,126.0,1319.4,4.1,17.3
121.0,213.0,1315.7,4.5,17.1
122.0,86.0,1329.8,6.5,15.3
123.0,300.0,1333.7,7.0,15.1
124.0,137.0,1317.0,8.0,13.7
125.0,101.0,1343.3,3.4,18.0
126.0,112.0,1339.2,6.2,15.5
127.0,297.0,1365.0,3.5,18.1
128.0,285.0,1360.4,4.6,17.3
129.0,167.0,1372.4,4.6,17.2
130.0,129.0,1375.6,6.3,15.5
131.0,55.0,1378.6,4.4,16.8
132.0,246.0,1373.7,4.8,17.1
133.0,287.0,1355.7,5.0,16.7
134.0,129.0,1359.0,5.4,16.1
135.0,235.0,1341.6,6.8,15.1
136.0,172.0,1337.6,7.6,14.7
137.0,144.0,1350.4,5.2,16.5
138.0,82.0,1333.4,6.4,15.2
139.0,145.0,1346.3,2.5,18.9
140.0,300.0,1342.2,7.3,15.0
141.0,79.0,1338.2,5.1,16.5
142.0,160.0,1350.9,5.2,16.5
143.0,133.0,1346.7,3.8,17.4
144.0,128.0,1330.1,4.1,17.5
145.0,161.0,1355.2,3.6,17.8
146.0,264.0,1367.1,5.1,16.6
147.0,207.0,1362.6,5.9,15.9
148.0,256.0,1374.2,4.8,17.0
149.0,230.0,1369.5,3.4,18.0
150.0,112.0,1372.6,5.5,15.9
151.0,190.0,1375.6,4.3,17.3
152.0,124.0,1371.0,6.9,15.0
153.0,215.0,1345.5,5.6,16.1
154.0,185.0,1341.5,4.3,17.3
155.0,233.0,1345.0,4.2,17.3
156.0,300.0,1348.4,3.3,18.2
157.0,179.0,1351.8,3.3,18.4
158.0,268.0,1355.1,4.3,17.4
159.0,55.0,1358.3,4.3,17.2
160.0,186.0,1361.5,6.1,15.8
161.0,240.0,1357.2,3.9,17.7
162.0,300.0,1368.7,5.3,16.4
163.0,145.0,1371.7,6.8,15.1
164.0,218.0,1382.6,4.1,17.3
165.0,251.0,1365.2,4.1,17.6
166.0,168.0,1368.2,4.5,17.2
167.0,202.0,1379.2,3.4,18.0
168.0,214.0,1389.7,5.7,16.3
169.0,98.0,1392.4,5.9,15.9
170.0,178.0,1387.5,4.0,17.6
171.0,137.0,1382.8,3.9,17.7
172.0,193.0,1393.1,4.3,17.3
173.0,275.0,1415.9,5.2,16.6
