# GameN, gameLength, gameElo, minBase, dinBase
1.0,149.0,1400.0,4.5,17.0
2.0,154.0,1400.0,3.8,17.4
3.0,87.0,1407.6,7.2,14.7
4.0,169.0,1414.3,5.7,15.5
5.0,113.0,1420.2,5.3,16.1
6.0,155.0,1425.7,4.3,17.0
7.0,128.0,1430.8,4.9,16.4
8.0,245.0,1435.5,6.5,14.9
9.0,174.0,1380.6,4.4,17.0
10.0,158.0,1386.4,5.0,16.5
11.0,102.0,1391.9,5.0,16.3
12.0,117.0,1397.1,4.8,16.7
13.0,147.0,1402.0,5.7,15.7
14.0,167.0,1406.8,7.0,14.5
15.0,145.0,1411.3,3.8,17.6
16.0,170.0,1415.6,5.4,16.1
17.0,140.0,1419.8,4.2,17.3
18.0,154.0,1423.9,3.7,17.5
19.0,102.0,1427.8,4.3,16.9
20.0,181.0,1431.5,4.9,16.5
21.0,225.0,1435.2,4.9,16.6
22.0,160.0,1438.7,4.1,17.2
23.0,288.0,1442.1,5.2,16.2
24.0,150.0,1445.4,5.7,15.8
25.0,211.0,1422.4,4.7,16.7
26.0,169.0,1426.0,6.4,15.2
27.0,115.0,1429.5,6.7,14.6
28.0,191.0,1453.5,3.9,17.4
29.0,87.0,1456.5,3.1,18.2
30.0,138.0,1476.9,5.0,16.6
31.0,119.0,1451.9,4.1,17.2
32.0,240.0,1454.8,5.4,15.9
33.0,155.0,1475.1,5.9,15.4
34.0,155.0,1451.0,4.9,16.6
35.0,172.0,1453.9,6.1,15.4
36.0,116.0,1474.0,4.5,16.9
37.0,151.0,1476.5,5.0,16.5
38.0,180.0,1479.0,5.1,16.2
39.0,300.0,1481.4,9.1,12.3
40.0,152.0,1498.2,3.9,17.5
41.0,207.0,1473.3,4.8,16.7
42.0,98.0,1475.8,3.2,18.0
43.0,209.0,1478.2,4.5,16.8
44.0,141.0,1458.5,4.6,16.7
45.0,190.0,1476.6,4.9,16.5
46.0,216.0,1492.5,3.9,17.5
47.0,153.0,1473.5,5.5,15.9
48.0,300.0,1456.6,6.1,15.3
49.0,95.0,1472.6,5.0,16.5
50.0,188.0,1456.8,4.5,16.8
51.0,181.0,1480.4,4.3,17.2
52.0,300.0,1482.6,4.7,16.7
53.0,139.0,1484.8,4.7,16.7
54.0,207.0,1468.4,4.4,17.1
55.0,300.0,1445.6,7.0,14.3
56.0,198.0,1448.2,4.4,17.0
57.0,100.0,1464.3,4.1,17.3
58.0,131.0,1442.3,4.8,16.8
59.0,166.0,1428.4,4.8,16.6
60.0,156.0,1431.2,6.0,15.4
61.0,168.0,1454.5,5.6,15.9
62.0,136.0,1456.9,4.7,16.7
63.0,300.0,1472.5,6.4,15.1
64.0,148.0,1474.7,4.8,16.6
65.0,300.0,1476.7,5.3,16.0
66.0,151.0,1478.8,5.9,15.7
67.0,160.0,1462.9,4.8,16.5
68.0,181.0,1448.7,4.1,17.2
69.0,119.0,1431.7,4.8,16.6
70.0,140.0,1416.5,4.1,17.3
71.0,181.0,1437.3,4.3,17.2
72.0,252.0,1439.9,5.1,16.4
73.0,115.0,1458.4,5.3,16.3
74.0,277.0,1440.9,6.0,15.4
75.0,285.0,1462.8,4.6,16.7
76.0,149.0,1448.6,6.1,15.4
77.0,179.0,1469.6,4.8,16.6
78.0,129.0,1471.8,4.1,17.3
79.0,140.0,1456.9,4.6,16.8
80.0,176.0,1470.9,3.8,17.5
81.0,204.0,1472.9,6.0,15.4
82.0,116.0,1489.3,3.4,18.2
83.0,191.0,1491.2,4.3,17.2
84.0,300.0,1502.8,4.8,16.7
85.0,206.0,1504.5,4.1,17.3
86.0,140.0,1482.1,4.4,16.9
87.0,293.0,1500.7,4.2,17.2
88.0,156.0,1483.7,3.7,17.5
89.0,261.0,1501.1,4.7,16.8
90.0,300.0,1482.5,5.1,16.4
91.0,300.0,1499.0,4.9,16.6
92.0,190.0,1514.0,4.1,17.4
93.0,239.0,1527.5,5.3,16.2
94.0,192.0,1507.6,4.6,16.9
95.0,300.0,1523.8,4.9,16.6
96.0,168.0,1537.1,4.6,16.7
97.0,276.0,1514.9,5.7,15.7
98.0,164.0,1529.8,5.8,15.8
99.0,134.0,1543.4,4.9,16.7
100.0,192.0,1553.7,4.6,16.8
101.0,97.0,1565.7,3.7,17.5
102.0,300.0,1544.9,4.6,16.8
103.0,182.0,1546.2,4.7,16.6
104.0,89.0,1561.9,3.9,17.3
105.0,300.0,1542.2,4.0,17.4
106.0,192.0,1543.5,4.2,17.1
107.0,300.0,1542.9,4.3,17.0
108.0,76.0,1544.2,3.8,17.5
109.0,139.0,1559.1,3.8,17.5
110.0,300.0,1540.6,4.0,17.4
111.0,225.0,1523.8,3.7,17.5
112.0,252.0,1536.6,3.6,17.7
113.0,147.0,1546.5,3.1,18.2
114.0,177.0,1557.7,4.5,16.8
115.0,300.0,1558.9,4.5,16.9
116.0,154.0,1560.1,2.8,18.5
117.0,300.0,1540.5,4.5,17.1
118.0,176.0,1551.5,4.2,17.3
119.0,262.0,1563.4,4.2,17.2
120.0,177.0,1576.5,4.7,16.7
121.0,132.0,1588.4,5.2,16.1
122.0,159.0,1570.6,4.6,16.7
123.0,300.0,1554.4,4.4,17.1
124.0,206.0,1570.2,4.3,16.9
125.0,245.0,1581.8,4.5,17.0
126.0,247.0,1589.4,4.9,16.5
127.0,145.0,1603.1,3.9,17.5
128.0,186.0,1615.9,5.1,16.6
129.0,300.0,1624.7,4.8,16.6
130.0,255.0,1606.4,5.4,16.2
131.0,108.0,1603.9,5.0,16.3
132.0,300.0,1613.5,5.1,16.4
133.0,207.0,1596.1,4.2,17.2
134.0,300.0,1609.3,4.1,17.1
135.0,235.0,1610.2,3.4,17.9
136.0,256.0,1604.1,3.7,17.6
137.0,158.0,1610.6,4.7,16.6
138.0,219.0,1623.4,5.8,15.6
139.0,244.0,1624.2,3.6,17.7
140.0,223.0,1630.0,3.4,17.9
141.0,158.0,1641.4,3.6,17.6
142.0,146.0,1642.1,3.4,17.7
143.0,112.0,1652.5,5.2,16.3
144.0,285.0,1653.2,4.9,16.5
145.0,282.0,1653.8,4.7,16.7
146.0,300.0,1667.7,4.5,16.9
147.0,127.0,1668.3,3.3,18.0
148.0,300.0,1675.3,4.2,17.2
149.0,124.0,1659.0,4.1,17.3
150.0,139.0,1668.9,3.8,17.4
151.0,227.0,1675.5,3.3,17.9
152.0,129.0,1676.1,3.9,17.4
153.0,300.0,1676.7,5.1,16.4
154.0,229.0,1677.2,5.3,16.0
155.0,197.0,1685.8,3.1,18.2
156.0,300.0,1665.9,5.5,16.0
157.0,293.0,1644.1,3.8,17.6
158.0,300.0,1652.0,3.5,17.8
159.0,300.0,1661.1,3.4,17.8
160.0,126.0,1674.5,3.1,18.1
161.0,151.0,1680.9,2.1,19.0
162.0,298.0,1658.8,4.2,17.2
163.0,300.0,1665.9,4.5,16.9
164.0,168.0,1644.5,3.4,18.0
165.0,166.0,1644.0,3.2,18.1
166.0,200.0,1625.0,3.4,17.8
167.0,300.0,1630.4,3.8,17.6
168.0,260.0,1631.1,3.6,17.7
169.0,300.0,1646.1,3.7,17.6
170.0,300.0,1659.9,4.4,17.0
171.0,217.0,1642.1,4.7,16.8
172.0,120.0,1651.7,4.4,16.9
173.0,300.0,1659.1,4.0,17.4
174.0,298.0,1671.8,5.6,15.9
175.0,176.0,1678.3,3.2,18.2
176.0,108.0,1689.7,4.3,17.0
177.0,300.0,1693.5,4.6,16.8
178.0,236.0,1703.8,4.5,16.9
179.0,135.0,1711.0,4.5,16.9
180.0,281.0,1715.5,3.9,17.5
181.0,110.0,1725.9,3.3,17.9
182.0,285.0,1735.5,5.3,16.1
183.0,170.0,1739.5,4.4,17.0
184.0,179.0,1742.3,4.7,16.7
185.0,183.0,1755.6,5.7,15.7
186.0,136.0,1767.9,4.2,17.2
187.0,300.0,1775.7,6.8,14.7
188.0,214.0,1755.1,4.0,17.3
189.0,196.0,1759.8,4.0,17.5
190.0,300.0,1771.4,5.1,16.2
191.0,251.0,1746.8,3.5,17.8
192.0,119.0,1736.9,4.1,17.3
193.0,132.0,1718.6,4.7,16.8
194.0,98.0,1719.0,3.9,17.4
195.0,204.0,1731.6,4.1,17.3
196.0,215.0,1732.0,4.3,17.2
197.0,189.0,1710.0,4.7,16.8
198.0,240.0,1719.1,3.9,17.5
199.0,300.0,1724.6,4.4,16.9
200.0,148.0,1706.6,3.9,17.5
201.0,94.0,1712.3,3.3,18.3
202.0,136.0,1690.1,3.2,18.1
203.0,97.0,1667.5,4.0,17.4
204.0,300.0,1672.5,4.3,17.2
205.0,300.0,1678.3,4.2,17.2
206.0,300.0,1684.6,5.4,16.0
207.0,146.0,1695.4,3.5,17.8
208.0,292.0,1676.0,4.5,16.9
209.0,191.0,1686.7,4.1,17.4
210.0,300.0,1700.0,4.7,16.7
211.0,228.0,1709.5,3.6,17.7
212.0,284.0,1700.3,4.7,16.8
213.0,205.0,1710.2,3.8,17.4
214.0,180.0,1696.2,4.9,16.6
215.0,300.0,1677.4,4.9,16.7
216.0,237.0,1683.5,5.0,16.4
217.0,234.0,1683.2,4.4,17.0
218.0,276.0,1688.9,4.9,16.3
219.0,159.0,1698.8,4.3,17.0
220.0,115.0,1677.8,2.5,18.7
221.0,300.0,1664.8,4.3,17.2
222.0,300.0,1643.8,4.5,17.0
223.0,145.0,1658.5,4.3,17.0
224.0,238.0,1668.8,4.6,16.8
225.0,177.0,1675.0,3.7,17.6
226.0,195.0,1662.1,3.7,17.7
227.0,152.0,1648.5,3.0,18.4
228.0,300.0,1636.0,4.1,17.2
229.0,169.0,1624.4,3.9,17.4
230.0,143.0,1610.4,3.3,18.1
231.0,103.0,1618.1,3.8,17.6
232.0,98.0,1607.6,2.8,18.4
233.0,300.0,1589.4,4.1,17.2
234.0,300.0,1580.2,4.0,17.4
